state_postal_code,county_name,county_fips_code,coc_number,bos_region
KS,Logan County,20109,,
KS,Lyon County,20111,,
KS,McPherson County,20113,,
KS,Marion County,20115,,
KS,Marshall County,20117,,
KS,Meade County,20119,,
KS,Miami County,20121,,
KS,Mitchell County,20123,,
KS,Montgomery County,20125,,
KS,Morris County,20127,,
KS,Morton County,20129,,
KS,Nemaha County,20131,,
KS,Neosho County,20133,,
KS,Ness County,20135,,
KS,Norton County,20137,,
KS,Osage County,20139,,
KS,Osborne County,20141,,
KS,Ottawa County,20143,,
KS,Pawnee County,20145,,
KS,Phillips County,20147,,
KS,Pottawatomie County,20149,,
KS,Pratt County,20151,,
KS,Rawlins County,20153,,
KS,Reno County,20155,,
KS,Republic County,20157,,
KS,Rice County,20159,,
KS,Riley County,20161,,
KS,Rooks County,20163,,
KS,Rush County,20165,,
KS,Russell County,20167,,
KS,Saline County,20169,,
KS,Scott County,20171,,
KS,Sedgwick County,20173,,
KS,Seward County,20175,,
KS,Shawnee County,20177,,
KS,Sheridan County,20179,,
KS,Sherman County,20181,,
KS,Smith County,20183,,
KS,Stafford County,20185,,
KS,Stanton County,20187,,
KS,Stevens County,20189,,
KS,Sumner County,20191,,
KS,Thomas County,20193,,
KS,Trego County,20195,,
KS,Wabaunsee County,20197,,
KS,Wallace County,20199,,
KS,Washington County,20201,,
KS,Wichita County,20203,,
KS,Wilson County,20205,,
KS,Woodson County,20207,,
KS,Wyandotte County,20209,,
KY,Adair County,21001,,
KY,Allen County,21003,,
KY,Anderson County,21005,,
KY,Ballard County,21007,,
KY,Barren County,21009,,
KY,Bath County,21011,,
KY,Bell County,21013,,
KY,Boone County,21015,,
KY,Bourbon County,21017,,
KY,Boyd County,21019,,
KY,Boyle County,21021,,
KY,Bracken County,21023,,
KY,Breathitt County,21025,,
KY,Breckinridge County,21027,,
KY,Bullitt County,21029,,
KY,Butler County,21031,,
KY,Caldwell County,21033,,
KY,Calloway County,21035,,
KY,Campbell County,21037,,
KY,Carlisle County,21039,,
KY,Carroll County,21041,,
KY,Carter County,21043,,
KY,Casey County,21045,,
KY,Christian County,21047,,
KY,Clark County,21049,,
KY,Clay County,21051,,
KY,Clinton County,21053,,
KY,Crittenden County,21055,,
KY,Cumberland County,21057,,
KY,Daviess County,21059,,
KY,Edmonson County,21061,,
KY,Elliott County,21063,,
KY,Estill County,21065,,
KY,Fayette County,21067,,
KY,Fleming County,21069,,
KY,Floyd County,21071,,
KY,Franklin County,21073,,
KY,Fulton County,21075,,
KY,Gallatin County,21077,,
KY,Garrard County,21079,,
KY,Grant County,21081,,
KY,Graves County,21083,,
KY,Grayson County,21085,,
KY,Green County,21087,,
KY,Greenup County,21089,,
KY,Hancock County,21091,,
KY,Hardin County,21093,,
KY,Harlan County,21095,,
KY,Harrison County,21097,,
KY,Hart County,21099,,
KY,Henderson County,21101,,
KY,Henry County,21103,,
KY,Hickman County,21105,,
KY,Hopkins County,21107,,
KY,Jackson County,21109,,
KY,Jefferson County,21111,,
KY,Jessamine County,21113,,
KY,Johnson County,21115,,
KY,Kenton County,21117,,
KY,Knott County,21119,,
KY,Knox County,21121,,
KY,Larue County,21123,,
KY,Laurel County,21125,,
KY,Lawrence County,21127,,
KY,Lee County,21129,,
KY,Leslie County,21131,,
KY,Letcher County,21133,,
KY,Lewis County,21135,,
KY,Lincoln County,21137,,
KY,Livingston County,21139,,
KY,Logan County,21141,,
KY,Lyon County,21143,,
KY,McCracken County,21145,,
KY,McCreary County,21147,,
KY,McLean County,21149,,
KY,Madison County,21151,,
KY,Magoffin County,21153,,
KY,Marion County,21155,,
KY,Marshall County,21157,,
KY,Martin County,21159,,
KY,Mason County,21161,,
KY,Meade County,21163,,
KY,Menifee County,21165,,
KY,Mercer County,21167,,
KY,Metcalfe County,21169,,
KY,Monroe County,21171,,
KY,Montgomery County,21173,,
KY,Morgan County,21175,,
KY,Muhlenberg County,21177,,
KY,Nelson County,21179,,
KY,Nicholas County,21181,,
KY,Ohio County,21183,,
KY,Oldham County,21185,,
KY,Owen County,21187,,
KY,Owsley County,21189,,
KY,Pendleton County,21191,,
KY,Perry County,21193,,
KY,Pike County,21195,,
KY,Powell County,21197,,
KY,Pulaski County,21199,,
KY,Robertson County,21201,,
KY,Rockcastle County,21203,,
KY,Rowan County,21205,,
KY,Russell County,21207,,
KY,Scott County,21209,,
KY,Shelby County,21211,,
KY,Simpson County,21213,,
KY,Spencer County,21215,,
KY,Taylor County,21217,,
KY,Todd County,21219,,
KY,Trigg County,21221,,
KY,Trimble County,21223,,
KY,Union County,21225,,
KY,Warren County,21227,,
KY,Washington County,21229,,
KY,Wayne County,21231,,
KY,Webster County,21233,,
KY,Whitley County,21235,,
KY,Wolfe County,21237,,
KY,Woodford County,21239,,
LA,Acadia Parish,22001,,
LA,Allen Parish,22003,,
LA,Ascension Parish,22005,,
LA,Assumption Parish,22007,,
LA,Avoyelles Parish,22009,,
LA,Beauregard Parish,22011,,
LA,Bienville Parish,22013,,
LA,Bossier Parish,22015,,
LA,Caddo Parish,22017,,
LA,Calcasieu Parish,22019,,
LA,Caldwell Parish,22021,,
LA,Cameron Parish,22023,,
LA,Catahoula Parish,22025,,
LA,Claiborne Parish,22027,,
LA,Concordia Parish,22029,,
LA,De Soto Parish,22031,,
LA,East Baton Rouge Parish,22033,,
LA,East Carroll Parish,22035,,
LA,East Feliciana Parish,22037,,
LA,Evangeline Parish,22039,,
LA,Franklin Parish,22041,,
LA,Grant Parish,22043,,
LA,Iberia Parish,22045,,
LA,Iberville Parish,22047,,
LA,Jackson Parish,22049,,
LA,Jefferson Parish,22051,,
LA,Jefferson Davis Parish,22053,,
LA,Lafayette Parish,22055,,
LA,Lafourche Parish,22057,,
LA,LaSalle Parish,22059,,
LA,Lincoln Parish,22061,,
LA,Livingston Parish,22063,,
LA,Madison Parish,22065,,
LA,Morehouse Parish,22067,,
LA,Natchitoches Parish,22069,,
LA,Orleans Parish,22071,,
LA,Ouachita Parish,22073,,
LA,Plaquemines Parish,22075,,
LA,Pointe Coupee Parish,22077,,
LA,Rapides Parish,22079,,
LA,Red River Parish,22081,,
LA,Richland Parish,22083,,
LA,Sabine Parish,22085,,
LA,St. Bernard Parish,22087,,
LA,St. Charles Parish,22089,,
LA,St. Helena Parish,22091,,
LA,St. James Parish,22093,,
LA,St. John the Baptist Parish,22095,,
LA,St. Landry Parish,22097,,
LA,St. Martin Parish,22099,,
LA,St. Mary Parish,22101,,
LA,St. Tammany Parish,22103,,
LA,Tangipahoa Parish,22105,,
LA,Tensas Parish,22107,,
LA,Terrebonne Parish,22109,,
LA,Union Parish,22111,,
LA,Vermilion Parish,22113,,
LA,Vernon Parish,22115,,
LA,Washington Parish,22117,,
LA,Webster Parish,22119,,
LA,West Baton Rouge Parish,22121,,
LA,West Carroll Parish,22123,,
LA,West Feliciana Parish,22125,,
LA,Winn Parish,22127,,
ME,Androscoggin County,23001,ME-500,ME-500
ME,Aroostook County,23003,ME-500,ME-500
ME,Cumberland County,23005,ME-500,ME-500
ME,Franklin County,23007,ME-500,ME-500
ME,Hancock County,23009,ME-500,ME-500
ME,Kennebec County,23011,ME-500,ME-500
ME,Knox County,23013,ME-500,ME-500
ME,Lincoln County,23015,ME-500,ME-500
ME,Oxford County,23017,ME-500,ME-500
ME,Penobscot County,23019,ME-500,ME-500
ME,Piscataquis County,23021,ME-500,ME-500
ME,Sagadahoc County,23023,ME-500,ME-500
ME,Somerset County,23025,ME-500,ME-500
ME,Waldo County,23027,ME-500,ME-500
ME,Washington County,23029,ME-500,ME-500
ME,York County,23031,ME-500,ME-500
MD,Allegany County,24001,,
MD,Anne Arundel County,24003,,
MD,Baltimore County,24005,,
MD,Calvert County,24009,,
MD,Caroline County,24011,,
MD,Carroll County,24013,,
MD,Cecil County,24015,,
MD,Charles County,24017,,
MD,Dorchester County,24019,,
MD,Frederick County,24021,,
MD,Garrett County,24023,,
MD,Harford County,24025,,
MD,Howard County,24027,,
MD,Kent County,24029,,
MD,Montgomery County,24031,,
MD,Prince George's County,24033,,
MD,Queen Anne's County,24035,,
MD,St. Mary's County,24037,,
MD,Somerset County,24039,,
MD,Talbot County,24041,,
MD,Washington County,24043,,
MD,Wicomico County,24045,,
MD,Worcester County,24047,,
MD,Baltimore city,24510,,
MA,Barnstable County,25001,,
MA,Berkshire County,25003,,
MA,Bristol County,25005,,
MA,Dukes County,25007,,
MA,Essex County,25009,,
MA,Franklin County,25011,,
MA,Hampden County,25013,,
MA,Hampshire County,25015,,
MA,Middlesex County,25017,,
MA,Nantucket County,25019,,
MA,Norfolk County,25021,,
MA,Plymouth County,25023,,
MA,Suffolk County,25025,,
MA,Worcester County,25027,,
MI,Alcona County,26001,,
MI,Alger County,26003,,
MI,Allegan County,26005,,
MI,Alpena County,26007,,
MI,Antrim County,26009,,
MI,Arenac County,26011,,
MI,Baraga County,26013,,
MI,Barry County,26015,,
MI,Bay County,26017,,
MI,Benzie County,26019,,
MI,Berrien County,26021,,
MI,Branch County,26023,,
MI,Calhoun County,26025,,
MI,Cass County,26027,,
MI,Charlevoix County,26029,,
MI,Cheboygan County,26031,,
MI,Chippewa County,26033,,
MI,Clare County,26035,,
MI,Clinton County,26037,,
MI,Crawford County,26039,,
MI,Delta County,26041,,
MI,Dickinson County,26043,,
MI,Eaton County,26045,,
MI,Emmet County,26047,,
MI,Genesee County,26049,,
MI,Gladwin County,26051,,
MI,Gogebic County,26053,,
MI,Grand Traverse County,26055,,
MI,Gratiot County,26057,,
MI,Hillsdale County,26059,,
MI,Houghton County,26061,,
MI,Huron County,26063,,
MI,Ingham County,26065,,
MI,Ionia County,26067,,
MI,Iosco County,26069,,
MI,Iron County,26071,,
MI,Isabella County,26073,,
MI,Jackson County,26075,,
MI,Kalamazoo County,26077,,
MI,Kalkaska County,26079,,
MI,Kent County,26081,,
MI,Keweenaw County,26083,,
MI,Lake County,26085,,
MI,Lapeer County,26087,,
MI,Leelanau County,26089,,
MI,Lenawee County,26091,,
MI,Livingston County,26093,,
MI,Luce County,26095,,
MI,Mackinac County,26097,,
MI,Macomb County,26099,,
MI,Manistee County,26101,,
MI,Marquette County,26103,,
MI,Mason County,26105,,
MI,Mecosta County,26107,,
MI,Menominee County,26109,,
MI,Midland County,26111,,
MI,Missaukee County,26113,,
MI,Monroe County,26115,,
MI,Montcalm County,26117,,
MI,Montmorency County,26119,,
MI,Muskegon County,26121,,
MI,Newaygo County,26123,,
MI,Oakland County,26125,,
MI,Oceana County,26127,,
MI,Ogemaw County,26129,,
MI,Ontonagon County,26131,,
MI,Osceola County,26133,,
MI,Oscoda County,26135,,
MI,Otsego County,26137,,
MI,Ottawa County,26139,,
MI,Presque Isle County,26141,,
MI,Roscommon County,26143,,
MI,Saginaw County,26145,,
MI,St. Clair County,26147,,
MI,St. Joseph County,26149,,
MI,Sanilac County,26151,,
MI,Schoolcraft County,26153,,
MI,Shiawassee County,26155,,
MI,Tuscola County,26157,,
MI,Van Buren County,26159,,
MI,Washtenaw County,26161,,
MI,Wayne County,26163,,
MI,Wexford County,26165,,
MN,Aitkin County,27001,,
MN,Anoka County,27003,,
MN,Becker County,27005,,
MN,Beltrami County,27007,,
MN,Benton County,27009,,
MN,Big Stone County,27011,,
MN,Blue Earth County,27013,,
MN,Brown County,27015,,
MN,Carlton County,27017,,
MN,Carver County,27019,,
MN,Cass County,27021,,
MN,Chippewa County,27023,,
MN,Chisago County,27025,,
MN,Clay County,27027,,
MN,Clearwater County,27029,,
MN,Cook County,27031,,
MN,Cottonwood County,27033,,
MN,Crow Wing County,27035,,
MN,Dakota County,27037,,
MN,Dodge County,27039,,
MN,Douglas County,27041,,
MN,Faribault County,27043,,
MN,Fillmore County,27045,,
MN,Freeborn County,27047,,
MN,Goodhue County,27049,,
MN,Grant County,27051,,
MN,Hennepin County,27053,,
MN,Houston County,27055,,
MN,Hubbard County,27057,,
MN,Isanti County,27059,,
MN,Itasca County,27061,,
MN,Jackson County,27063,,
MN,Kanabec County,27065,,
MN,Kandiyohi County,27067,,
MN,Kittson County,27069,,
MN,Koochiching County,27071,,
MN,Lac qui Parle County,27073,,
MN,Lake County,27075,,
MN,Lake of the Woods County,27077,,
MN,Le Sueur County,27079,,
MN,Lincoln County,27081,,
MN,Lyon County,27083,,
MN,McLeod County,27085,,
MN,Mahnomen County,27087,,
MN,Marshall County,27089,,
MN,Martin County,27091,,
MN,Meeker County,27093,,
MN,Mille Lacs County,27095,,
MN,Morrison County,27097,,
MN,Mower County,27099,,
MN,Murray County,27101,,
MN,Nicollet County,27103,,
MN,Nobles County,27105,,
MN,Norman County,27107,,
MN,Olmsted County,27109,,
MN,Otter Tail County,27111,,
MN,Pennington County,27113,,
MN,Pine County,27115,,
MN,Pipestone County,27117,,
MN,Polk County,27119,,
MN,Pope County,27121,,
MN,Ramsey County,27123,,
MN,Red Lake County,27125,,
MN,Redwood County,27127,,
MN,Renville County,27129,,
MN,Rice County,27131,,
MN,Rock County,27133,,
MN,Roseau County,27135,,
MN,St. Louis County,27137,,
MN,Scott County,27139,,
MN,Sherburne County,27141,,
MN,Sibley County,27143,,
MN,Stearns County,27145,,
MN,Steele County,27147,,
MN,Stevens County,27149,,
MN,Swift County,27151,,
MN,Todd County,27153,,
MN,Traverse County,27155,,
MN,Wabasha County,27157,,
MN,Wadena County,27159,,
MN,Waseca County,27161,,
MN,Washington County,27163,,
MN,Watonwan County,27165,,
MN,Wilkin County,27167,,
MN,Winona County,27169,,
MN,Wright County,27171,,
MN,Yellow Medicine County,27173,,
MS,Adams County,28001,,
MS,Alcorn County,28003,,
MS,Amite County,28005,,
MS,Attala County,28007,,
MS,Benton County,28009,,
MS,Bolivar County,28011,,
MS,Calhoun County,28013,,
MS,Carroll County,28015,,
MS,Chickasaw County,28017,,
MS,Choctaw County,28019,,
MS,Claiborne County,28021,,
MS,Clarke County,28023,,
MS,Clay County,28025,,
MS,Coahoma County,28027,,
MS,Copiah County,28029,,
MS,Covington County,28031,,
MS,DeSoto County,28033,,
MS,Forrest County,28035,,
MS,Franklin County,28037,,
MS,George County,28039,,
MS,Greene County,28041,,
MS,Grenada County,28043,,
MS,Hancock County,28045,,
MS,Harrison County,28047,,
MS,Hinds County,28049,,
MS,Holmes County,28051,,
MS,Humphreys County,28053,,
MS,Issaquena County,28055,,
MS,Itawamba County,28057,,
MS,Jackson County,28059,,
MS,Jasper County,28061,,
MS,Jefferson County,28063,,
MS,Jefferson Davis County,28065,,
MS,Jones County,28067,,
MS,Kemper County,28069,,
MS,Lafayette County,28071,,
MS,Lamar County,28073,,
MS,Lauderdale County,28075,,
MS,Lawrence County,28077,,
MS,Leake County,28079,,
MS,Lee County,28081,,
MS,Leflore County,28083,,
MS,Lincoln County,28085,,
MS,Lowndes County,28087,,
MS,Madison County,28089,,
MS,Marion County,28091,,
MS,Marshall County,28093,,
MS,Monroe County,28095,,
MS,Montgomery County,28097,,
MS,Neshoba County,28099,,
MS,Newton County,28101,,
MS,Noxubee County,28103,,
MS,Oktibbeha County,28105,,
MS,Panola County,28107,,
MS,Pearl River County,28109,,
MS,Perry County,28111,,
MS,Pike County,28113,,
MS,Pontotoc County,28115,,
MS,Prentiss County,28117,,
MS,Quitman County,28119,,
MS,Rankin County,28121,,
MS,Scott County,28123,,
MS,Sharkey County,28125,,
MS,Simpson County,28127,,
MS,Smith County,28129,,
MS,Stone County,28131,,
MS,Sunflower County,28133,,
MS,Tallahatchie County,28135,,
MS,Tate County,28137,,
MS,Tippah County,28139,,
MS,Tishomingo County,28141,,
MS,Tunica County,28143,,
MS,Union County,28145,,
MS,Walthall County,28147,,
MS,Warren County,28149,,
MS,Washington County,28151,,
MS,Wayne County,28153,,
MS,Webster County,28155,,
MS,Wilkinson County,28157,,
MS,Winston County,28159,,
MS,Yalobusha County,28161,,
MS,Yazoo County,28163,,
MO,Adair County,29001,,
MO,Andrew County,29003,,
MO,Atchison County,29005,,
MO,Audrain County,29007,,
MO,Barry County,29009,,
MO,Barton County,29011,,
MO,Bates County,29013,,
MO,Benton County,29015,,
MO,Bollinger County,29017,,
MO,Boone County,29019,,
MO,Buchanan County,29021,,
MO,Butler County,29023,,
MO,Caldwell County,29025,,
MO,Callaway County,29027,,
MO,Camden County,29029,,
MO,Cape Girardeau County,29031,,
MO,Carroll County,29033,,
MO,Carter County,29035,,
MO,Cass County,29037,,
MO,Cedar County,29039,,
MO,Chariton County,29041,,
MO,Christian County,29043,,
MO,Clark County,29045,,
MO,Clay County,29047,,
MO,Clinton County,29049,,
MO,Cole County,29051,,
MO,Cooper County,29053,,
MO,Crawford County,29055,,
MO,Dade County,29057,,
MO,Dallas County,29059,,
MO,Daviess County,29061,,
MO,DeKalb County,29063,,
MO,Dent County,29065,,
MO,Douglas County,29067,,
MO,Dunklin County,29069,,
MO,Franklin County,29071,,
MO,Gasconade County,29073,,
MO,Gentry County,29075,,
MO,Greene County,29077,,
MO,Grundy County,29079,,
MO,Harrison County,29081,,
MO,Henry County,29083,,
MO,Hickory County,29085,,
MO,Holt County,29087,,
MO,Howard County,29089,,
MO,Howell County,29091,,
MO,Iron County,29093,,
MO,Jackson County,29095,,
MO,Jasper County,29097,,
MO,Jefferson County,29099,,
MO,Johnson County,29101,,
MO,Knox County,29103,,
MO,Laclede County,29105,,
MO,Lafayette County,29107,,
MO,Lawrence County,29109,,
MO,Lewis County,29111,,
MO,Lincoln County,29113,,
MO,Linn County,29115,,
MO,Livingston County,29117,,
MO,McDonald County,29119,,
MO,Macon County,29121,,
MO,Madison County,29123,,
MO,Maries County,29125,,
MO,Marion County,29127,,
MO,Mercer County,29129,,
MO,Miller County,29131,,
MO,Mississippi County,29133,,
MO,Moniteau County,29135,,
MO,Monroe County,29137,,
MO,Montgomery County,29139,,
MO,Morgan County,29141,,
MO,New Madrid County,29143,,
MO,Newton County,29145,,
MO,Nodaway County,29147,,
MO,Oregon County,29149,,
MO,Osage County,29151,,
MO,Ozark County,29153,,
MO,Pemiscot County,29155,,
MO,Perry County,29157,,
MO,Pettis County,29159,,
MO,Phelps County,29161,,
MO,Pike County,29163,,
MO,Platte County,29165,,
MO,Polk County,29167,,
MO,Pulaski County,29169,,
MO,Putnam County,29171,,
MO,Ralls County,29173,,
MO,Randolph County,29175,,
MO,Ray County,29177,,
MO,Reynolds County,29179,,
MO,Ripley County,29181,,
MO,St. Charles County,29183,,
MO,St. Clair County,29185,,
MO,Ste. Genevieve County,29186,,
MO,St. Francois County,29187,,
MO,St. Louis County,29189,,
MO,Saline County,29195,,
MO,Schuyler County,29197,,
MO,Scotland County,29199,,
MO,Scott County,29201,,
MO,Shannon County,29203,,
MO,Shelby County,29205,,
MO,Stoddard County,29207,,
MO,Stone County,29209,,
MO,Sullivan County,29211,,
MO,Taney County,29213,,
MO,Texas County,29215,,
MO,Vernon County,29217,,
MO,Warren County,29219,,
MO,Washington County,29221,,
MO,Wayne County,29223,,
MO,Webster County,29225,,
MO,Worth County,29227,,
MO,Wright County,29229,,
MO,St. Louis city,29510,,
MT,Beaverhead County,30001,MT-500,MT-500
MT,Big Horn County,30003,MT-500,MT-500
MT,Blaine County,30005,MT-500,MT-500
MT,Broadwater County,30007,MT-500,MT-500
MT,Carbon County,30009,MT-500,MT-500
MT,Carter County,30011,MT-500,MT-500
MT,Cascade County,30013,MT-500,MT-500
MT,Chouteau County,30015,MT-500,MT-500
MT,Custer County,30017,MT-500,MT-500
MT,Daniels County,30019,MT-500,MT-500
MT,Dawson County,30021,MT-500,MT-500
MT,Deer Lodge County,30023,MT-500,MT-500
MT,Fallon County,30025,MT-500,MT-500
MT,Fergus County,30027,MT-500,MT-500
MT,Flathead County,30029,MT-500,MT-500
MT,Gallatin County,30031,MT-500,MT-500
MT,Garfield County,30033,MT-500,MT-500
MT,Glacier County,30035,MT-500,MT-500
MT,Golden Valley County,30037,MT-500,MT-500
MT,Granite County,30039,MT-500,MT-500
MT,Hill County,30041,MT-500,MT-500
MT,Jefferson County,30043,MT-500,MT-500
MT,Judith Basin County,30045,MT-500,MT-500
MT,Lake County,30047,MT-500,MT-500
MT,Lewis and Clark County,30049,MT-500,MT-500
MT,Liberty County,30051,MT-500,MT-500
MT,Lincoln County,30053,MT-500,MT-500
MT,McCone County,30055,MT-500,MT-500
MT,Madison County,30057,MT-500,MT-500
MT,Meagher County,30059,MT-500,MT-500
MT,Mineral County,30061,MT-500,MT-500
MT,Missoula County,30063,MT-500,MT-500
MT,Musselshell County,30065,MT-500,MT-500
MT,Park County,30067,MT-500,MT-500
MT,Petroleum County,30069,MT-500,MT-500
MT,Phillips County,30071,MT-500,MT-500
MT,Pondera County,30073,MT-500,MT-500
MT,Powder River County,30075,MT-500,MT-500
MT,Powell County,30077,MT-500,MT-500
MT,Prairie County,30079,MT-500,MT-500
MT,Ravalli County,30081,MT-500,MT-500
MT,Richland County,30083,MT-500,MT-500
MT,Roosevelt County,30085,MT-500,MT-500
MT,Rosebud County,30087,MT-500,MT-500
MT,Sanders County,30089,MT-500,MT-500
MT,Sheridan County,30091,MT-500,MT-500
MT,Silver Bow County,30093,MT-500,MT-500
MT,Stillwater County,30095,MT-500,MT-500
MT,Sweet Grass County,30097,MT-500,MT-500
MT,Teton County,30099,MT-500,MT-500
MT,Toole County,30101,MT-500,MT-500
MT,Treasure County,30103,MT-500,MT-500
MT,Valley County,30105,MT-500,MT-500
MT,Wheatland County,30107,MT-500,MT-500
MT,Wibaux County,30109,MT-500,MT-500
MT,Yellowstone County,30111,MT-500,MT-500
NE,Adams County,31001,,
NE,Antelope County,31003,,
NE,Arthur County,31005,,
NE,Banner County,31007,,
NE,Blaine County,31009,,
NE,Boone County,31011,,
NE,Box Butte County,31013,,
NE,Boyd County,31015,,
NE,Brown County,31017,,
NE,Buffalo County,31019,,
NE,Burt County,31021,,
NE,Butler County,31023,,
NE,Cass County,31025,,
NE,Cedar County,31027,,
NE,Chase County,31029,,
NE,Cherry County,31031,,
NE,Cheyenne County,31033,,
NE,Clay County,31035,,
NE,Colfax County,31037,,
NE,Cuming County,31039,,
NE,Custer County,31041,,
NE,Dakota County,31043,,
NE,Dawes County,31045,,
NE,Dawson County,31047,,
NE,Deuel County,31049,,
NE,Dixon County,31051,,
NE,Dodge County,31053,,
NE,Douglas County,31055,,
NE,Dundy County,31057,,
NE,Fillmore County,31059,,
NE,Franklin County,31061,,
NE,Frontier County,31063,,
NE,Furnas County,31065,,
NE,Gage County,31067,,
NE,Garden County,31069,,
NE,Garfield County,31071,,
NE,Gosper County,31073,,
NE,Grant County,31075,,
NE,Greeley County,31077,,
NE,Hall County,31079,,
NE,Hamilton County,31081,,
NE,Harlan County,31083,,
NE,Hayes County,31085,,
NE,Hitchcock County,31087,,
NE,Holt County,31089,,
NE,Hooker County,31091,,
NE,Howard County,31093,,
NE,Jefferson County,31095,,
NE,Johnson County,31097,,
NE,Kearney County,31099,,
NE,Keith County,31101,,
NE,Keya Paha County,31103,,
NE,Kimball County,31105,,
NE,Knox County,31107,,
NE,Lancaster County,31109,,
NE,Lincoln County,31111,,
NE,Logan County,31113,,
NE,Loup County,31115,,
NE,McPherson County,31117,,
NE,Madison County,31119,,
NE,Merrick County,31121,,
NE,Morrill County,31123,,
NE,Nance County,31125,,
NE,Nemaha County,31127,,
NE,Nuckolls County,31129,,
NE,Otoe County,31131,,
NE,Pawnee County,31133,,
NE,Perkins County,31135,,
NE,Phelps County,31137,,
NE,Pierce County,31139,,
NE,Platte County,31141,,
NE,Polk County,31143,,
NE,Red Willow County,31145,,
NE,Richardson County,31147,,
NE,Rock County,31149,,
NE,Saline County,31151,,
NE,Sarpy County,31153,,
NE,Saunders County,31155,,
NE,Scotts Bluff County,31157,,
NE,Seward County,31159,,
NE,Sheridan County,31161,,
NE,Sherman County,31163,,
NE,Sioux County,31165,,
NE,Stanton County,31167,,
NE,Thayer County,31169,,
NE,Thomas County,31171,,
NE,Thurston County,31173,,
NE,Valley County,31175,,
NE,Washington County,31177,,
NE,Wayne County,31179,,
NE,Webster County,31181,,
NE,Wheeler County,31183,,
NE,York County,31185,,
NV,Churchill County,32001,NV-502,NV-502
NV,Clark County,32003,NV-500,NV-500
NV,Douglas County,32005,NV-502,NV-502
NV,Elko County,32007,NV-502,NV-502
NV,Esmeralda County,32009,NV-502,NV-502
NV,Eureka County,32011,NV-502,NV-502
NV,Humboldt County,32013,NV-502,NV-502
NV,Lander County,32015,NV-502,NV-502
NV,Lincoln County,32017,NV-502,NV-502
NV,Lyon County,32019,NV-502,NV-502
NV,Mineral County,32021,NV-502,NV-502
NV,Nye County,32023,NV-502,NV-502
NV,Pershing County,32027,NV-502,NV-502
NV,Storey County,32029,NV-502,NV-502
NV,Washoe County,32031,NV-501,NV-501
NV,White Pine County,32033,NV-502,NV-502
NV,Carson City,32510,NV-502,NV-502
NH,Belknap County,33001,,
NH,Carroll County,33003,,
NH,Cheshire County,33005,,
NH,Coos County,33007,,
NH,Grafton County,33009,,
NH,Hillsborough County,33011,,
NH,Merrimack County,33013,,
NH,Rockingham County,33015,,
NH,Strafford County,33017,,
NH,Sullivan County,33019,,
NJ,Atlantic County,34001,,
NJ,Bergen County,34003,,
NJ,Burlington County,34005,,
NJ,Camden County,34007,,
NJ,Cape May County,34009,,
NJ,Cumberland County,34011,,
NJ,Essex County,34013,,
NJ,Gloucester County,34015,,
NJ,Hudson County,34017,,
NJ,Hunterdon County,34019,,
NJ,Mercer County,34021,,
NJ,Middlesex County,34023,,
NJ,Monmouth County,34025,,
NJ,Morris County,34027,,
NJ,Ocean County,34029,,
NJ,Passaic County,34031,,
NJ,Salem County,34033,,
NJ,Somerset County,34035,,
NJ,Sussex County,34037,,
NJ,Union County,34039,,
NJ,Warren County,34041,,
NM,Bernalillo County,35001,NM-500,NM-500
NM,Catron County,35003,NM-501,NM-501
NM,Chaves County,35005,NM-501,NM-501
NM,Cibola County,35006,NM-501,NM-501
NM,Colfax County,35007,NM-501,NM-501
NM,Curry County,35009,NM-501,NM-501
NM,De Baca County,35011,NM-501,NM-501
NM,Doña Ana County,35013,NM-501,NM-501
NM,Eddy County,35015,NM-501,NM-501
NM,Grant County,35017,NM-501,NM-501
NM,Guadalupe County,35019,NM-501,NM-501
NM,Harding County,35021,NM-501,NM-501
NM,Hidalgo County,35023,NM-501,NM-501
NM,Lea County,35025,NM-501,NM-501
NM,Lincoln County,35027,NM-501,NM-501
NM,Los Alamos County,35028,NM-501,NM-501
NM,Luna County,35029,NM-501,NM-501
NM,McKinley County,35031,NM-501,NM-501
NM,Mora County,35033,NM-501,NM-501
NM,Otero County,35035,NM-501,NM-501
NM,Quay County,35037,NM-501,NM-501
NM,Rio Arriba County,35039,NM-501,NM-501
NM,Roosevelt County,35041,NM-501,NM-501
NM,Sandoval County,35043,NM-501,NM-501
NM,San Juan County,35045,NM-501,NM-501
NM,San Miguel County,35047,NM-501,NM-501
NM,Santa Fe County,35049,NM-501,NM-501
NM,Sierra County,35051,NM-501,NM-501
NM,Socorro County,35053,NM-501,NM-501
NM,Taos County,35055,NM-501,NM-501
NM,Torrance County,35057,NM-501,NM-501
NM,Union County,35059,NM-501,NM-501
NM,Valencia County,35061,NM-501,NM-501
NY,Albany County,36001,,
NY,Allegany County,36003,,
NY,Bronx County,36005,,
NY,Broome County,36007,,
NY,Cattaraugus County,36009,,
NY,Cayuga County,36011,,
NY,Chautauqua County,36013,,
NY,Chemung County,36015,,
NY,Chenango County,36017,,
NY,Clinton County,36019,,
NY,Columbia County,36021,,
NY,Cortland County,36023,,
NY,Delaware County,36025,,
NY,Dutchess County,36027,,
NY,Erie County,36029,,
NY,Essex County,36031,,
NY,Franklin County,36033,,
NY,Fulton County,36035,,
NY,Genesee County,36037,,
NY,Greene County,36039,,
