year,coc_number,coc_name
2014,FL-509,"Fort Pierce,St. Lucie, Indian River, Martin Counties"
2015,FL-509,"Fort Pierce,St. Lucie, Indian River, Martin Counties"
2016,FL-509,"Fort Pierce,St. Lucie, Indian River, Martin Counties"
2017,FL-509,"Fort Pierce,St. Lucie, Indian River, Martin Counties"
2018,FL-509,"Fort Pierce,St. Lucie, Indian River, MartinCounties"
2019,FL-509,"Fort Pierce,St. Lucie, Indian River, Martin Counties"
2012,FL-510,"Jacksonville-Duval, Clay Counties"
2013,FL-510,"Jacksonville-Duval, Clay Counties"
2014,FL-510,"Jacksonville-Duval, Clay Counties"
2015,FL-510,"Jacksonville-Duval, Clay Counties"
2016,FL-510,"Jacksonville-Duval, Clay Counties"
2017,FL-510,"Jacksonville-Duval, Clay Counties"
2018,FL-510,"Jacksonville- Duval, Clay Counties"
2019,FL-510,"Jacksonville-Duval, Clay Counties"
2012,FL-511,"Pensacola,Escambia, Santa Rosa County"
2013,FL-511,"Pensacola,Escambia, Santa Rosa County"
2014,FL-511,"Pensacola,Escambia, Santa Rosa County"
2015,FL-511,"Pensacola,Escambia, Santa Rosa Counties"
2016,FL-511,"Pensacola,Escambia, Santa Rosa Counties"
2017,FL-511,"Pensacola,Escambia, Santa Rosa Counties"
2018,FL-511,"Pensacola,Escambia, Santa Rosa Counties"
2019,FL-511,"Pensacola,Escambia, Santa Rosa County"
2012,FL-512,Saint Johns County
2013,FL-512,Saint Johns County
2014,FL-512,Saint Johns County
2015,FL-512,St. Johns County
2016,FL-512,St. Johns County
2017,FL-512,St. Johns County
2018,FL-512,St. Johns County
2019,FL-512,Saint Johns County
2012,FL-513,"Palm Bay,Melbourne,Brevard County"
2013,FL-513,"Palm Bay,Melbourne,Brevard County"
2014,FL-513,"Palm Bay,Melbourne,Brevard County"
2015,FL-513,"Palm Bay, Melbourne,Brevard County"
2016,FL-513,"Palm Bay, Melbourne,Brevard County"
2017,FL-513,"Palm Bay, Melbourne,Brevard County"
2018,FL-513,"Palm Bay, Melbourne,BrevardCounty"
2019,FL-513,"Palm Bay,Melbourne,Brevard County"
2012,FL-514,"Ocala,Marion County"
2013,FL-514,"Ocala,Marion County"
2014,FL-514,"Ocala,Marion County"
2015,FL-514,"Ocala,Marion County"
2016,FL-514,"Ocala,Marion County"
2017,FL-514,"Ocala,Marion County"
2018,FL-514,"Ocala,Marion County"
2019,FL-514,"Ocala,Marion County"
2012,FL-515,"Panama City,Bay, Jackson Counties"
2013,FL-515,"Panama City,Bay, Jackson Counties"
2014,FL-515,"Panama City,Bay, Jackson Counties"
2015,FL-515,"Panama City,Bay, Jackson Counties"
2016,FL-515,"Panama City,Bay, Jackson Counties"
2017,FL-515,"Panama City,Bay, Jackson Counties"
2018,FL-515,"Panama City,Bay, Jackson Counties"
2019,FL-515,"Panama City,Bay, Jackson Counties"
2012,FL-516,"Winterhaven,Polk County"
2013,FL-516,"Winterhaven,Polk County"
2014,FL-516,"Winterhaven,Polk County"
2012,FL-517,"Hendry, Hardee, Highlands Counties"
2013,FL-517,"Hendry, Hardee, Highlands Counties"
2014,FL-517,"Hendry, Hardee, Highlands Counties"
2015,FL-517,"Hendry, Hardee, Highlands Counties"
2016,FL-517,"Hendry, Hardee, Highlands Counties"
2017,FL-517,"Hendry, Hardee, Highlands Counties"
2018,FL-517,"Hendry, Hardee, Highlands Counties"
2019,FL-517,"Hendry, Hardee, Highlands Counties"
2012,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties"
2013,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties"
2014,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties"
2015,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties"
2016,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties"
2017,FL-518,"Columbia, Hamilton, Lafayette,Suwannee Counties"
2018,FL-518,"Columbia, Hamilton, Lafayette,Suwannee Counties"
2019,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties"
2012,FL-519,Pasco County
2013,FL-519,Pasco County
2014,FL-519,Pasco County
2015,FL-519,Pasco County
2016,FL-519,Pasco County
2017,FL-519,Pasco County
2018,FL-519,Pasco County
2019,FL-519,Pasco County
2012,FL-520,"Citrus, Hernando, Lake, Sumter Counties"
2013,FL-520,"Citrus, Hernando, Lake, Sumter Counties"
2014,FL-520,"Citrus, Hernando, Lake, Sumter Counties"
2015,FL-520,"Citrus, Hernando, Lake, Sumter Counties"
2016,FL-520,"Citrus, Hernando, Lake, Sumter Counties"
2017,FL-520,"Citrus, Hernando, Lake, Sumter Counties"
2018,FL-520,"Citrus, Hernando, Lake, Sumter Counties"
2019,FL-520,"Citrus, Hernando, Lake, Sumter Counties"
2012,FL-600,"Miami,Dade County"
2013,FL-600,"Miami,Dade County"
2014,FL-600,"Miami,Dade County"
2015,FL-600,Miami-Dade County
2016,FL-600,Miami-Dade County
2017,FL-600,Miami-Dade County
2018,FL-600,Miami-Dade County
2019,FL-600,"Miami,Dade County"
2012,FL-601,"Ft Lauderdale,Broward County"
2013,FL-601,"Ft Lauderdale,Broward County"
2014,FL-601,"Ft Lauderdale,Broward County"
2015,FL-601,"Ft Lauderdale,Broward County"
2016,FL-601,"Ft Lauderdale,Broward County"
2017,FL-601,"Ft Lauderdale,Broward County"
2018,FL-601,"FtLauderdale,Broward County"
2019,FL-601,"Ft Lauderdale,Broward County"
2012,FL-602,"Punta Gorda,Charlotte County"
2013,FL-602,"Punta Gorda,Charlotte County"
2014,FL-602,"Punta Gorda,Charlotte County"
2015,FL-602,"Punta Gorda,Charlotte County"
2016,FL-602,"Punta Gorda,Charlotte County"
2017,FL-602,"Punta Gorda,Charlotte County"
2018,FL-602,"Punta Gorda,Charlotte County"
2019,FL-602,"Punta Gorda,Charlotte County"
2012,FL-603,"Ft Myers,Cape Coral,Lee County"
2013,FL-603,"Ft Myers,Cape Coral,Lee County"
2014,FL-603,"Ft Myers,Cape Coral,Lee County"
2015,FL-603,"Ft Myers, Cape Coral,Lee County"
2016,FL-603,"Ft Myers, Cape Coral,Lee County"
2017,FL-603,"Ft Myers, Cape Coral,Lee County"
2018,FL-603,"Ft Myers, Cape Coral,Lee County"
2019,FL-603,"Ft Myers,Cape Coral,Lee County"
2012,FL-604,Monroe County
2013,FL-604,Monroe County
2014,FL-604,Monroe County
2015,FL-604,Monroe County
2016,FL-604,Monroe County
2017,FL-604,Monroe County
2018,FL-604,Monroe County
2019,FL-604,Monroe County
2012,FL-605,"West Palm Beach,Palm Beach County"
2013,FL-605,"West Palm Beach,Palm Beach County"
2014,FL-605,"West Palm Beach,Palm Beach County"
2015,FL-605,"West Palm Beach,Palm Beach County"
2016,FL-605,"West Palm Beach,Palm Beach County"
2017,FL-605,"West Palm Beach,Palm Beach County"
2018,FL-605,"West Palm Beach,Palm Beach County"
2019,FL-605,"West Palm Beach,Palm Beach County"
2012,FL-606,"Naples,Collier County"
2013,FL-606,"Naples,Collier County"
2014,FL-606,"Naples,Collier County"
2015,FL-606,"Naples,Collier County"
2016,FL-606,"Naples,Collier County"
2017,FL-606,"Naples,Collier County"
2018,FL-606,"Naples,Collier County"
2019,FL-606,"Naples,Collier County"
2012,GA-500,"Atlanta,Roswell,DeKalb, Fulton Counties"
2013,GA-500,Atlanta
2014,GA-500,Atlanta County
2015,GA-500,Atlanta
2016,GA-500,Atlanta
2017,GA-500,Atlanta
2018,GA-500,Atlanta
2019,GA-500,Atlanta County
2012,GA-501,Georgia Balance of State
2013,GA-501,Georgia Balance of State
2014,GA-501,Georgia Balance of State
2015,GA-501,Georgia Balance of State
2016,GA-501,Georgia Balance of State
2017,GA-501,Georgia Balance of State
2018,GA-501,Georgia Balance of State
2019,GA-501,Georgia Balance of State
2013,GA-502,Fulton County
2014,GA-502,Fulton County
2015,GA-502,Fulton County
2016,GA-502,Fulton County
2017,GA-502,Fulton County
2018,GA-502,Fulton County
2019,GA-502,Fulton County
2012,GA-503,Athens-Clarke County
2013,GA-503,Athens-Clarke County
2014,GA-503,Athens-Clarke County
2015,GA-503,Athens-Clarke County
2016,GA-503,Athens-Clarke County
2017,GA-503,Athens-Clarke County
2018,GA-503,Athens-Clarke County
2019,GA-503,Athens-Clarke County
2012,GA-504,Augusta
2013,GA-504,Augusta
2014,GA-504,Augusta
2015,GA-504,Augusta-Richmond County
2016,GA-504,Augusta-Richmond County
2017,GA-504,Augusta-Richmond County
2018,GA-504,Augusta- Richmond County
2019,GA-504,Augusta
2012,GA-505,"Columbus-Muscogee,Russell County"
2013,GA-505,"Columbus-Muscogee,Russell County"
2014,GA-505,"Columbus-Muscogee,Russell County"
2015,GA-505,"Columbus-Muscogee,Russell County"
2016,GA-505,"Columbus-Muscogee,Russell County"
2017,GA-505,"Columbus-Muscogee,Russell County"
2018,GA-505,"Columbus- Muscogee,Russell County"
2019,GA-505,"Columbus-Muscogee,Russell County"
2012,GA-506,"Marietta,Cobb County"
2013,GA-506,"Marietta,Cobb County"
2014,GA-506,"Marietta,Cobb County"
2015,GA-506,"Marietta,Cobb County"
2016,GA-506,"Marietta,Cobb County"
2017,GA-506,"Marietta,Cobb County"
2018,GA-506,"Marietta,Cobb County"
2019,GA-506,"Marietta,Cobb County"
2012,GA-507,"Savannah,Chatham County"
2013,GA-507,"Savannah,Chatham County"
2014,GA-507,"Savannah,Chatham County"
2015,GA-507,"Savannah,Chatham County"
2016,GA-507,"Savannah,Chatham County"
2017,GA-507,"Savannah,Chatham County"
2018,GA-507,"Savannah,ChathamCounty"
2019,GA-507,"Savannah,Chatham County"
2013,GA-508,DeKalb County
2014,GA-508,DeKalb County
2015,GA-508,DeKalb County
2016,GA-508,DeKalb County
2017,GA-508,DeKalb County
2018,GA-508,DeKalb County
2019,GA-508,DeKalb County
2012,GU-500,Guam
2013,GU-500,Guam
2014,GU-500,Guam
2015,GU-500,Guam
2016,GU-500,Guam
2017,GU-500,Guam
2018,GU-500,Guam
2019,GU-500,Guam
2012,HI-500,Hawaii Balance of State
2013,HI-500,Hawaii Balance of State
2014,HI-500,Hawaii Balance of State
2015,HI-500,Hawaii Balance of State
2016,HI-500,Hawaii Balance of State
2017,HI-500,Hawaii Balance of State
2018,HI-500,Hawaii Balance of State
2019,HI-500,Hawaii Balance of State
2012,HI-501,Honolulu
2013,HI-501,Honolulu
2014,HI-501,Honolulu
2015,HI-501,Honolulu City and County
2016,HI-501,Honolulu City and County
2017,HI-501,Honolulu City and County
2018,HI-501,Honolulu City and County
2019,HI-501,Honolulu
2012,IA-500,"Sioux City,Dakota, Woodbury Counties"
2013,IA-500,"Sioux City,Dakota, Woodbury Counties"
2014,IA-500,"Sioux City,Dakota, Woodbury Counties"
2015,IA-500,"Sioux City,Dakota, Woodbury Counties"
2016,IA-500,"Sioux City,Dakota, Woodbury Counties"
2017,IA-500,"Sioux City,Dakota, Woodbury Counties"
2018,IA-500,"Sioux City,Dakota, Woodbury Counties"
2019,IA-500,"Sioux City,Dakota, Woodbury Counties"
2012,IA-501,Iowa Balance of State
2013,IA-501,Iowa Balance of State
2014,IA-501,Iowa Balance of State
2015,IA-501,Iowa Balance of State
2016,IA-501,Iowa Balance of State
2017,IA-501,Iowa Balance of State
2018,IA-501,Iowa Balance of State
2019,IA-501,Iowa Balance of State
2012,IA-502,"Des Moines,Polk County"
2013,IA-502,"Des Moines,Polk County"
2014,IA-502,"Des Moines,Polk County"
2015,IA-502,"Des Moines,Polk County"
2016,IA-502,"Des Moines,Polk County"
2017,IA-502,"Des Moines,Polk County"
2018,IA-502,"Des Moines,Polk County"
2019,IA-502,"Des Moines,Polk County"
2012,ID-500,"Boise,Ada County"
2013,ID-500,"Boise,Ada County"
2014,ID-500,"Boise,Ada County"
2015,ID-500,"Boise,Ada County"
2016,ID-500,"Boise,Ada County"
2017,ID-500,"Boise,Ada County"
2018,ID-500,"Boise,Ada County"
2019,ID-500,"Boise,Ada County"
2012,ID-501,Idaho Balance of State
2013,ID-501,Idaho Balance of State
2014,ID-501,Idaho Balance of State
2015,ID-501,Idaho Balance of State
2016,ID-501,Idaho Balance of State
2017,ID-501,Idaho Balance of State
2018,ID-501,Idaho Balance of State
2019,ID-501,Idaho Balance of State
2012,IL-500,McHenry County
2013,IL-500,McHenry County
2014,IL-500,McHenry County
2015,IL-500,McHenry County
2016,IL-500,McHenry County
2017,IL-500,McHenry County
2018,IL-500,McHenry County
2019,IL-500,McHenry County
2012,IL-501,"Rockford,Winnebago, Boone Counties"
2013,IL-501,"Rockford,Winnebago, Boone Counties"
2014,IL-501,"Rockford,Winnebago, Boone Counties"
2015,IL-501,"Rockford,Winnebago, Boone Counties"
2016,IL-501,"Rockford,Winnebago, Boone Counties"
2017,IL-501,"Rockford,Winnebago, Boone Counties"
2018,IL-501,"Rockford,Winnebago,Boone Counties"
2019,IL-501,"Rockford,Winnebago, Boone Counties"
2012,IL-502,"Waukegan,North Chicago,Lake County"
2013,IL-502,"Waukegan,North Chicago,Lake County"
2014,IL-502,"Waukegan,North Chicago,Lake County"
2015,IL-502,"Waukegan, North Chicago,Lake County"
2016,IL-502,"Waukegan, North Chicago,Lake County"
2017,IL-502,"Waukegan, North Chicago,Lake County"
2018,IL-502,"Waukegan, North Chicago,Lake County"
2019,IL-502,"Waukegan,North Chicago,Lake County"
2012,IL-503,"Champaign,Urbana,Rantoul,Champaign County"
2013,IL-503,"Champaign,Urbana,Rantoul,Champaign County"
2014,IL-503,"Champaign,Urbana,Rantoul,Champaign County"
2015,IL-503,"Champaign, Urbana, Rantoul,Champaign County"
2016,IL-503,"Champaign, Urbana, Rantoul,Champaign County"
2017,IL-503,"Champaign, Urbana,Rantoul,Champaign County"
2018,IL-503,"Champaign, Urbana, Rantoul,ChampaignCounty"
2019,IL-503,"Champaign,Urbana,Rantoul,Champaign County"
2012,IL-504,Madison County
2013,IL-504,Madison County
2014,IL-504,Madison County
2015,IL-504,Madison County
2016,IL-504,Madison County
2017,IL-504,Madison County
2018,IL-504,Madison County
2019,IL-504,Madison County
2012,IL-506,"Joliet,Bolingbrook,Will County"
2013,IL-506,"Joliet,Bolingbrook,Will County"
2014,IL-506,"Joliet,Bolingbrook,Will County"
2015,IL-506,"Joliet, Bolingbrook,Will County"
2016,IL-506,"Joliet, Bolingbrook,Will County"
2017,IL-506,"Joliet, Bolingbrook,Will County"
2018,IL-506,"Joliet, Bolingbrook,Will County"
2019,IL-506,"Joliet,Bolingbrook,Will County"
2012,IL-507,"Peoria,Perkin,Fulton, Peoria, Tazewell, Woodford"
2013,IL-507,"Peoria,Perkin,Fulton, Peoria, Tazewell, Woodford"
2014,IL-507,"Peoria,Perkin,Fulton, Peoria, Tazewell, Woodford"
2015,IL-507,"Peoria, Pekin,Fulton,Tazewell, Peoria, Woodford Counties"
2016,IL-507,"Peoria, Pekin,Fulton,Tazewell, Peoria, Woodford Counties"
2017,IL-507,"Peoria, Pekin,Fulton, Tazewell,Peoria, Woodford Counties"
2018,IL-507,"Peoria, Pekin,Fulton, Tazewell,Peoria, Woodford Counties"
2019,IL-507,"Peoria,Perkin,Fulton, Peoria, Tazewell, Woodford"
2012,IL-508,"East Saint Louis,Belleville,Saint Clair County"
2013,IL-508,"East Saint Louis,Belleville,Saint Clair County"
2014,IL-508,"East Saint Louis,Belleville,Saint Clair County"
2015,IL-508,"East St. Louis, Belleville,St. Clair County"
2016,IL-508,"East St. Louis, Belleville,St. Clair County"
2017,IL-508,"East St. Louis, Belleville,St. Clair County"
2018,IL-508,"East St. Louis, Belleville,St. Clair County"
2019,IL-508,"East Saint Louis,Belleville,Saint Clair County"
2012,IL-509,DeKalb City & County
2013,IL-509,DeKalb City & County
2014,IL-509,DeKalb City & County
2015,IL-509,DeKalb City & County
2016,IL-509,DeKalb City & County
2017,IL-509,DeKalb City & County
2018,IL-509,Dekalb City & County
2012,IL-510,Chicago
2013,IL-510,Chicago
2014,IL-510,Chicago
2015,IL-510,Chicago
2016,IL-510,Chicago
2017,IL-510,Chicago
2018,IL-510,Chicago
2019,IL-510,Chicago
2012,IL-511,Cook County
2013,IL-511,Cook County
2014,IL-511,Cook County
2015,IL-511,Cook County
2016,IL-511,Cook County
2017,IL-511,Cook County
2018,IL-511,Cook County
2019,IL-511,Cook County
2012,IL-512,"Bloomington,Central Illinois"
2013,IL-512,"Bloomington,Central Illinois"
2014,IL-512,"Bloomington,Central Illinois"
2015,IL-512,"Bloomington,Central Illinois"
2016,IL-512,"Bloomington,Central Illinois"
2017,IL-512,"Bloomington,Central Illinois"
2018,IL-512,"Bloomington,Central Illinois"
2019,IL-512,"Bloomington,Central Illinois"
2012,IL-513,"Springfield,Sangamon County"
2013,IL-513,"Springfield,Sangamon County"
2014,IL-513,"Springfield,Sangamon County"
2015,IL-513,"Springfield,Sangamon County"
2016,IL-513,"Springfield,Sangamon County"
2017,IL-513,"Springfield,Sangamon County"
2018,IL-513,"Springfield,Sangamon County"
2019,IL-513,"Springfield,Sangamon County"
2012,IL-514,Dupage County
2013,IL-514,Dupage County
2014,IL-514,Dupage County
2015,IL-514,Dupage County
2016,IL-514,Dupage County
2017,IL-514,Dupage County
2018,IL-514,DuPage County
2019,IL-514,Dupage County
2012,IL-515,South Central Illinois
2013,IL-515,South Central Illinois
2014,IL-515,South Central Illinois
2015,IL-515,South Central Illinois
2016,IL-515,South Central Illinois
2017,IL-515,South Central Illinois
2018,IL-515,South Central Illinois
2019,IL-515,South Central Illinois
2012,IL-516,"Decatur,Macon County"
2013,IL-516,"Decatur,Macon County"
2014,IL-516,"Decatur,Macon County"
2015,IL-516,"Decatur,Macon County"
2016,IL-516,"Decatur,Macon County"
2017,IL-516,"Decatur,Macon County"
2018,IL-516,"Decatur,Macon County"
2019,IL-516,"Decatur,Macon County"
2012,IL-517,"Aurora,Elgin,Kane County"
2013,IL-517,"Aurora,Elgin,Kane County"
2014,IL-517,"Aurora,Elgin,Kane County"
2015,IL-517,"Aurora, Elgin,Kane County"
2016,IL-517,"Aurora, Elgin,Kane County"
2017,IL-517,"Aurora, Elgin,Kane County"
2018,IL-517,"Aurora, Elgin,Kane County"
2019,IL-517,"Aurora,Elgin,Kane County"
2012,IL-518,"Rock Island,Moline,Northwestern Illinois"
2013,IL-518,"Rock Island,Moline,Northwestern Illinois"
2014,IL-518,"Rock Island,Moline,Northwestern Illinois"
2015,IL-518,"Rock Island, Moline,Northwestern Illinois"
2016,IL-518,"Rock Island, Moline,Northwestern Illinois"
2017,IL-518,"Rock Island,Moline,Northwestern Illinois"
2018,IL-518,"Rock Island, Moline,NorthwesternIllinois"
2019,IL-518,"Rock Island,Moline,Northwestern Illinois"
2012,IL-519,West Central Illinois
2013,IL-519,West Central Illinois
2014,IL-519,West Central Illinois
2015,IL-519,West Central Illinois
2016,IL-519,West Central Illinois
2017,IL-519,West Central Illinois
2018,IL-519,West Central Illinois
2019,IL-519,West Central Illinois
2012,IL-520,Southern Illinois
2013,IL-520,Southern Illinois
2014,IL-520,Southern Illinois
2015,IL-520,Southern Illinois
2016,IL-520,Southern Illinois
2017,IL-520,Southern Illinois
2018,IL-520,Southern Illinois
2019,IL-520,Southern Illinois
2012,IN-500,"South Bend,Mishawaka,St. Joseph County"
2013,IN-500,"South Bend,Mishawaka,St. Joseph County"
2014,IN-500,"South Bend,Mishawaka,St. Joseph County"
2015,IN-500,"South Bend, Mishawaka,St. Joseph County"
2016,IN-500,"South Bend, Mishawaka,St. Joseph County"
2012,IN-502,Indiana Balance of State
2013,IN-502,Indiana Balance of State
2014,IN-502,Indiana Balance of State
2015,IN-502,Indiana Balance of State
2016,IN-502,Indiana Balance of State
2017,IN-502,Indiana Balance of State
2018,IN-502,Indiana Balance of State
2019,IN-502,Indiana Balance of State
2012,IN-503,Indianapolis
2013,IN-503,Indianapolis
2014,IN-503,Indianapolis
2015,IN-503,Indianapolis
2016,IN-503,Indianapolis
2017,IN-503,Indianapolis
2018,IN-503,Indianapolis
2019,IN-503,Indianapolis
2012,KS-501,"Kansas City,Wyandotte County"
2013,KS-501,"Kansas City,Wyandotte County"
2014,KS-501,"Kansas City,Wyandotte County"
2015,KS-501,"Kansas City,Wyandotte County"
2012,KS-502,"Wichita,Sedgwick County"
2013,KS-502,"Wichita,Sedgwick County"
2014,KS-502,"Wichita,Sedgwick County"
2015,KS-502,"Wichita,Sedgwick County"
2016,KS-502,"Wichita,Sedgwick County"
2017,KS-502,"Wichita,Sedgwick County"
2018,KS-502,"Wichita,Sedgwick County"
2019,KS-502,"Wichita,Sedgwick County"
2012,KS-503,"Topeka,Shawnee County"
2013,KS-503,"Topeka,Shawnee County"
2014,KS-503,"Topeka,Shawnee County"
2015,KS-503,"Topeka,Shawnee County"
2016,KS-503,"Topeka,Shawnee County"
2017,KS-503,"Topeka,Shawnee County"
2018,KS-503,"Topeka,Shawnee County"
2019,KS-503,"Topeka,Shawnee County"
2012,KS-505,"Overland Park,Shawnee,Johnson County"
2013,KS-505,"Overland Park,Shawnee,Johnson County"
2014,KS-505,"Overland Park,Shawnee,Johnson County"
2015,KS-505,"Overland Park, Shawnee,Johnson County"
2016,KS-505,"Overland Park, Shawnee,Johnson County"
2017,KS-505,"Overland Park,Shawnee,Johnson County"
2018,KS-505,"Overland Park, Shawnee,Johnson County"
2019,KS-505,"Overland Park,Shawnee,Johnson County"
2012,KS-507,Kansas Balance of State
2013,KS-507,Kansas Balance of State
2014,KS-507,Kansas Balance of State
2015,KS-507,Kansas Balance of State
2016,KS-507,Kansas Balance of State
2017,KS-507,Kansas Balance of State
2018,KS-507,Kansas Balance of State
2019,KS-507,Kansas Balance of State
2012,KY-500,Kentucky Balance of State
2013,KY-500,Kentucky Balance of State
2014,KY-500,Kentucky Balance of State
2015,KY-500,Kentucky Balance of State
2016,KY-500,Kentucky Balance of State
2017,KY-500,Kentucky Balance of State
2018,KY-500,Kentucky Balance of State
2019,KY-500,Kentucky Balance of State
2012,KY-501,"Louisville,Jefferson County"
2013,KY-501,"Louisville,Jefferson County"
2014,KY-501,"Louisville,Jefferson County"
2015,KY-501,Louisville-Jefferson County
2016,KY-501,Louisville-Jefferson County
2017,KY-501,Louisville-Jefferson County
2018,KY-501,Louisville- Jefferson County
2019,KY-501,"Louisville,Jefferson County"
2012,KY-502,"Lexington,Fayette County"
2013,KY-502,"Lexington,Fayette County"
2014,KY-502,"Lexington,Fayette County"
2015,KY-502,Lexington-Fayette County
2016,KY-502,Lexington-Fayette County
2017,KY-502,Lexington-Fayette County
2018,KY-502,Lexington-Fayette County
2019,KY-502,"Lexington,Fayette County"
2012,LA-500,"Lafayette,Acadiana"
2013,LA-500,"Lafayette,Acadiana"
2014,LA-500,"Lafayette,Acadiana"
2015,LA-500,"Lafayette,Acadiana"
2016,LA-500,"Lafayette,Acadiana"
2017,LA-500,"Lafayette,Acadiana"
2018,LA-500,"Lafayette,Acadiana"
2019,LA-500,"Lafayette,Acadiana"
2012,LA-501,"Lake Charles,Southwestern Louisiana"
2013,LA-501,"Lake Charles,Southwestern Louisiana"
2014,LA-501,"Lake Charles,Southwestern Louisiana"
2012,LA-502,"Shreveport,Bossier,Northwest"
2013,LA-502,"Shreveport,Bossier,Northwest"
2014,LA-502,"Shreveport,Bossier,Northwest"
2015,LA-502,"Shreveport,Bossier,Northwest Louisiana"
2016,LA-502,"Shreveport,Bossier,Northwest Louisiana"
2017,LA-502,"hreveport, Bossier,Northwest Louisiana"
2018,LA-502,"Shreveport, Bossier,NorthwestLouisiana"
2019,LA-502,"Shreveport,Bossier,Northwest"
2012,LA-503,"New Orleans,Jefferson Parish"
2013,LA-503,"New Orleans,Jefferson Parish"
2014,LA-503,"New Orleans,Jefferson Parish"
2015,LA-503,"New Orleans,Jefferson Parish"
2016,LA-503,"New Orleans,Jefferson Parish"
2017,LA-503,"New Orleans,Jefferson Parish"
2018,LA-503,"NewOrleans,Jefferson Parish"
2019,LA-503,"New Orleans,Jefferson Parish"
2012,LA-504,Baton Rouge
2013,LA-504,Baton Rouge
2014,LA-504,Baton Rouge
2015,LA-504,Baton Rouge
2016,LA-504,Baton Rouge
2012,LA-505,"Monroe,Northeast Louisiana"
2013,LA-505,"Monroe,Northeast Louisiana"
2014,LA-505,"Monroe,Northeast Louisiana"
2015,LA-505,"Monroe,Northeast Louisiana"
2016,LA-505,"Monroe,Northeast Louisiana"
2017,LA-505,"Monroe,Northeast Louisiana"
2018,LA-505,"Monroe,Northeast Louisiana"
2019,LA-505,"Monroe,Northeast Louisiana"
2012,LA-506,"Slidell,Southeast Louisiana"
2013,LA-506,"Slidell,Southeast Louisiana"
2014,LA-506,"Slidell,Southeast Louisiana"
2015,LA-506,"Slidell,Southeast Louisiana"
2016,LA-506,"Slidell,Southeast Louisiana"
2017,LA-506,"Slidell,Southeast Louisiana"
2018,LA-506,"Slidell,Southeast Louisiana"
2019,LA-506,"Slidell,Southeast Louisiana"
2012,LA-507,"Alexandria,Central Louisiana"
2013,LA-507,"Alexandria,Central Louisiana"
2014,LA-507,"Alexandria,Central Louisiana"
2015,LA-507,"Alexandria,Central Louisiana"
2016,LA-507,"Alexandria,Central Louisiana"
2017,LA-507,"Alexandria,Central Louisiana"
2018,LA-507,"Alexandria,Central Louisiana"
2019,LA-507,"Alexandria,Central Louisiana"
2012,LA-508,"Houma-Terrebonne,Thibodaux"
2013,LA-508,"Houma-Terrebonne,Thibodaux"
2014,LA-508,"Houma-Terrebonne,Thibodaux"
2015,LA-508,"Houma-Terrebonne, Thibodaux"
2016,LA-508,"Houma-Terrebonne, Thibodaux"
2017,LA-508,"Houma-Terrebonne, Thibodaux"
2015,LA-509,Louisiana Balance of State
2016,LA-509,Louisiana Balance of State
2017,LA-509,Louisiana Balance of State
2018,LA-509,Louisiana Balance of State
2019,LA-509,Louisiana Balance of State
2012,MA-500,Boston
2013,MA-500,Boston
2014,MA-500,Boston
2015,MA-500,Boston
2016,MA-500,Boston
2017,MA-500,Boston
2018,MA-500,Boston
2019,MA-500,Boston
2012,MA-502,Lynn
2013,MA-502,Lynn
2014,MA-502,Lynn
2015,MA-502,Lynn
2016,MA-502,Lynn
2017,MA-502,Lynn
2018,MA-502,Lynn
2019,MA-502,Lynn
2012,MA-503,Cape Cod Islands
2013,MA-503,Cape Cod Islands
2014,MA-503,Cape Cod Islands
2015,MA-503,Cape Cod Islands
2016,MA-503,Cape Cod Islands
2017,MA-503,Cape Cod Islands
2018,MA-503,Cape Cod Islands
2019,MA-503,Cape Cod Islands
2012,MA-504,Springfield
2013,MA-504,"Springfield,Holyoke,Chicopee,Westfield,Hampden County"
2014,MA-504,"Springfield,Holyoke,Chicopee,Westfield,Hampden County"
2015,MA-504,"Springfield,Hampden County"
2016,MA-504,"Springfield,Hampden County"
2017,MA-504,"Springfield,Hampden County"
2018,MA-504,"Springfield,Hampden County"
2019,MA-504,"Springfield,Holyoke,Chicopee,Westfield,Hampden County"
2012,MA-505,New Bedford
2013,MA-505,New Bedford
2014,MA-505,New Bedford
2015,MA-505,New Bedford
2016,MA-505,New Bedford
2017,MA-505,New Bedford
2018,MA-505,New Bedford
2019,MA-505,New Bedford
2012,MA-506,Worcester City & County
2013,MA-506,Worcester City & County
2014,MA-506,Worcester City & County
2015,MA-506,Worcester City & County
2016,MA-506,Worcester City & County
2017,MA-506,Worcester City & County
2018,MA-506,Worcester City & County
2019,MA-506,Worcester City & County
2012,MA-507,"Pittsfield,Berkshire County"
2013,MA-507,"Pittsfield,Northampton,Berkshire, Franklin, Hampshire Counties"
2014,MA-507,"Pittsfield,Northampton,Berkshire, Franklin, Hampshire Counties"
2015,MA-507,"Pittsfield,Berkshire, Franklin, Hampshire Counties"
2016,MA-507,"Pittsfield,Berkshire, Franklin, Hampshire Counties"
