year,coc_number,coc_number_and_name,pprn,estimated_ard,tier_1,bonus,dv_bonus,coc_planning
2019,TX-701,"TX-701-BRYAN,COLLEGE STATION,BRAZOS VALLEY",867501,298095,280209,142352,86750,26025
2019,UT-500,UT-500-SALT LAKE CITY & COUNTY,5230325,7673145,7212757,383657,523033,230194
2019,UT-503,UT-503-UTAH BALANCE OF STATE,2286881,1822265,1714860,116154,228688,68606
2019,UT-504,"UT-504-PROVO,MOUNTAINLAND",1602168,1147953,1082418,113554,160217,48065
2019,VA-500,"VA-500-RICHMOND,HENRICO,CHESTERFIELD,HANOVER COUNTIES",5043590,4602701,4326539,252180,504359,151308
2019,VA-501,VA-501-NORFOLK,3706633,3756604,3531208,187830,370663,112698
2019,VA-502,"VA-502-ROANOKE CITY & COUNTY,SALEM",1546521,845410,794685,175278,154652,46396
2019,VA-503,VA-503-VIRGINIA BEACH,1466347,1808963,1700424,90448,146635,54269
2019,VA-504,VA-504-CHARLOTTESVILLE,372113,369350,347189,18606,50000,11163
2019,VA-505,"VA-505-NEWPORT NEWS,HAMPTON,VIRGINIA PENINSULA",1412011,1955738,1842335,97787,141201,58672
2019,VA-507,VA-507-PORTSMOUTH,1141131,1165879,1095926,58294,114113,34976
2019,VA-508,VA-508-LYNCHBURG,444461,358375,336873,22223,50000,13334
2019,VA-513,"VA-513-HARRISONBURG,WINCHESTER,WESTERN VIRGINIA",705381,350712,329670,88667,70538,21161
2019,VA-514,"VA-514-FREDERICKSBURG,SPOTSYLVANIA,STAFFORD COUNTIES",403618,308411,289907,23802,50000,12109
2019,VA-521,VA-521-VIRGINIA BALANCE OF STATE,3610006,941983,895002,667006,361001,108300
2019,VA-600,VA-600-ARLINGTON COUNTY,999134,2754238,2588984,137712,99913,82627
2019,VA-601,VA-601-FAIRFAX COUNTY,4085381,8996856,8481344,449843,408538,269906
2019,VA-602,VA-602-LOUDOUN COUNTY,357808,181940,171024,43967,50000,10734
2019,VA-603,VA-603-ALEXANDRIA,252569,843038,792457,42152,50000,25291
2019,VA-604,VA-604-PRINCE WILLIAM COUNTY,1835613,669422,635650,291548,183561,55068
2019,VI-500,VI-500-VIRGIN ISLANDS,956668,164698,158217,197993,95667,28700
2019,VT-500,VT-500-VERMONT BALANCE OF STATE,1579906,3568157,3376171,178408,157991,107045
2019,VT-501,"VT-501-BURLINGTON,CHITTENDEN COUNTY",476958,1090140,1027731,54507,50000,32704
2019,WA-500,"WA-500-SEATTLE,KING COUNTY",10732252,42997915,40763614,2149896,1073225,1289937
2019,WA-501,WA-501-WASHINGTON BALANCE OF STATE,5528856,7841945,7416569,392097,552886,235258
2019,WA-502,WA-502-SPOKANE CITY & COUNTY,2388516,3668195,3471647,183410,238852,110046
2019,WA-503,"WA-503-TACOMA,LAKEWOOD,PIERCE COUNTY",4133228,3342656,3164817,206661,413323,123997
2019,WA-504,"WA-504-EVERETT,SNOHOMISH COUNTY",2579547,9477702,8943441,473885,257955,284331
2019,WA-508,"WA-508-VANCOUVER,CLARK COUNTY",750977,1899661,1796145,94983,75098,56990
2019,WI-500,WI-500-WISCONSIN BALANCE OF STATE,9722765,10070318,9589894,503516,972277,302110
2019,WI-501,WI-501-MILWAUKEE CITY & COUNTY,12634378,10258562,9654934,631719,1263438,379031
2019,WI-502,WI-502-RACINE CITY & COUNTY,1580407,929486,873717,162730,158041,47412
2019,WI-503,"WI-503-MADISON,DANE COUNTY",1681480,3569545,3366606,178477,168148,107086
2019,WV-500,"WV-500-WHEELING,WEIRTON AREA",664237,403829,379599,65102,66424,19927
2019,WV-501,"WV-501-HUNTINGTON,CABELL,WAYNE COUNTIES",1464255,2581428,2434082,129071,146426,77443
2019,WV-503,"WV-503-CHARLESTON,KANAWHA,PUTNAM,BOONE,CLAY COUNTIES",1510855,1291741,1223496,75543,151086,45326
2019,WV-508,WV-508-WEST VIRGINIA BALANCE OF STATE,3344641,4249601,4005836,212480,334464,127488
2019,WY-500,WY-500-WYOMING STATEWIDE,1023161,258220,246243,191235,102316,30695
2018,AK-500,AK-500-ANCHORAGE,1293735,2847097,,170826,129374,85413
2018,AK-501,AK-501-ALASKA BALANCE OF STATE,756772,776502,,46590,75677,23295
2018,AL-500,"AL-500-BIRMINGHAM,JEFFERSON,ST.CLAIR,SHELBY COUNTIES",6505662,9109238,,546554,650566,273277
2018,AL-501,"AL-501-MOBILE CITY & COUNTY,BALDWIN COUNTY",3230092,3741586,,224495,323009,112248
2018,AL-502,"AL-502-FLORENCE,NORTHWEST ALABAMA",629035,447309,,37742,62904,18871
2018,AL-503,"AL-503-HUNTSVILLE,NORTH ALABAMA",918363,650007,,55102,91836,27551
2018,AL-504,AL-504-MONTGOMERY CITY & COUNTY,1584359,1970964,,118258,158436,59129
2018,AL-506,AL-506-TUSCALOOSA CITY & COUNTY,400157,199627,,24009,50000,12005
2018,AL-507,AL-507-ALABAMA BALANCE OF STATE,3952178,1104980,,237131,395218,118565
2018,AR-500,"AR-500-LITTLE ROCK,CENTRAL ARKANSAS",1722097,3107871,,186472,172210,93236
2018,AR-501,"AR-501-FAYETTEVILLE,NORTHWEST ARKANSAS",1106218,345423,,66373,110622,33187
2018,AR-503,AR-503-ARKANSAS BALANCE OF STATE,2304663,482867,,138280,230466,69140
2018,AR-504,AR-504-DELTA HILLS,915278,0,,54917,91528,27458
2018,AR-505,AR-505-SOUTHEAST ARKANSAS,844557,257589,,50673,84456,25337
2018,AZ-500,AZ-500-ARIZONA BALANCE OF STATE,3763471,3880375,,232823,376347,116411
2018,AZ-501,"AZ-501-TUCSON,PIMA COUNTY",6157719,8395741,,503744,615772,251872
2018,AZ-502,"AZ-502-PHOENIX,MESA,MARICOPA COUNTY",20155725,25346823,,1520809,2015573,760405
2018,CA-500,"CA-500-SAN JOSE,SANTA CLARA CITY & COUNTY",9072201,21883337,,1313000,907220,656500
2018,CA-501,CA-501-SAN FRANCISCO,13279111,40532368,,2431942,1327911,1215971
2018,CA-502,"CA-502-OAKLAND,BERKELEY,ALAMEDA COUNTY",10628870,34329783,,2059787,1062887,1029893
2018,CA-503,CA-503-SACRAMENTO CITY & COUNTY,8251438,19599048,,1175943,825144,587971
2018,CA-504,"CA-504-SANTA ROSA,PETALUMA,SONOMA COUNTY",1826981,3222762,,193366,182698,96683
2018,CA-505,"CA-505-RICHMOND,CONTRA COSTA COUNTY",3998407,14234434,,854066,399841,427033
2018,CA-506,"CA-506-SALINAS,MONTEREY,SAN BENITO COUNTIES",2217138,1802763,,133028,221714,66514
2018,CA-507,CA-507-MARIN COUNTY,385002,4195529,,251732,50000,125866
2018,CA-508,"CA-508-WATSONVILLE,SANTA CRUZCITY & COUNTY",789292,2556056,,153363,78929,76682
2018,CA-509,CA-509-MENDOCINO COUNTY,326888,1570243,,94215,50000,47107
2018,CA-510,"CA-510-TURLOCK,MODESTO,STANISLAUS COUNTY",3431551,3135250,,205893,343155,102947
2018,CA-511,"CA-511-STOCKTON,SAN JOAQUIN COUNTY",4620261,4285672,,277216,462026,138608
2018,CA-512,"CA-512-DALY CITY,SAN MATEO COUNTY",2641250,11566932,,694016,264125,347008
2018,CA-513,"CA-513-VISALIA,KINGS,TULARE COUNTIES",2209985,2257440,,135446,220999,67723
2018,CA-514,"CA-514-FRESNO CITY & COUNTY,MADERA COUNTY",8321975,9124064,,547444,832198,273722
2018,CA-515,"CA-515-ROSEVILLE,ROCKLIN,PLACER,NEVADA COUNTIES",905691,1227123,,73627,90569,36814
2018,CA-516,"CA-516-REDDING,SHASTA,SISKIYOU,LASSEN,PLUMAS,DEL NORTE,MODOC,SIERRA COUNTIES",1030153,317347,,61809,103015,30905
2018,CA-517,CA-517-NAPA CITY & COUNTY,350635,725047,,43503,50000,21751
2018,CA-518,"CA-518-VALLEJO,SOLANO COUNTY",847176,1288930,,77336,84718,38668
2018,CA-519,"CA-519-CHICO,PARADISE,BUTTE COUNTY",604014,570871,,36241,60401,18120
2018,CA-520,CA-520-MERCED CITY & COUNTY,943466,712751,,56608,94347,28304
2018,CA-521,"CA-521-DAVIS,WOODLAND,YOLO COUNTY",524011,476153,,31441,52401,15720
2018,CA-522,CA-522-HUMBOLDT COUNTY,646401,834362,,50062,64640,25031
2018,CA-523,"CA-523-COLUSA,GLENN,TRINITY COUNTIES",229604,0,,13776,50000,6888
2018,CA-524,"CA-524-YUBA CITY & COUNTY,SUTTER COUNTY",515155,0,,30909,51516,15455
2018,CA-525,CA-525-EL DORADO COUNTY,340680,9817,,20441,50000,10220
2018,CA-526,"CA-526-AMADOR,CALAVERAS,MARIPOSA,TUOLUMNE COUNTIES",469220,424790,,28153,50000,14077
2018,CA-527,CA-527-TEHAMA COUNTY,196732,0,,11804,50000,5902
2018,CA-529,CA-529-LAKE COUNTY,207430,0,,12446,50000,6223
2018,CA-530,"CA-530-ALPINE,INYO,MONO COUNTIES",104459,0,,6268,50000,3134
2018,CA-600,CA-600-LOS ANGELES CITY & COUNTY,70478040,108095651,,6485739,5000000,1250000
2018,CA-601,CA-601-SAN DIEGO CITY AND COUNTY,16895306,19504303,,1170258,1689531,585129
2018,CA-602,"CA-602-SANTA ANA,ANAHEIM,ORANGE COUNTY",14612152,22807570,,1368454,1461215,684227
2018,CA-603,"CA-603-SANTA MARIA,SANTA BARBARA COUNTY",1686084,1684716,,101165,168608,50583
2018,CA-604,"CA-604-BAKERSFIELD,KERN COUNTY",5985825,5376223,,359150,598583,179575
2018,CA-606,CA-606-LONG BEACH,4395111,7801973,,468118,439511,234059
2018,CA-607,CA-607-PASADENA,1445110,3163253,,189795,144511,94898
2018,CA-608,CA-608-RIVERSIDE CITY & COUNTY,11738579,9649536,,704315,1173858,352157
2018,CA-609,CA-609-SAN BERNARDINO CITY & COUNTY,12461021,10066156,,747661,1246102,373831
2018,CA-611,"CA-611-OXNARD,SAN BUENAVENTURA,VENTURA COUNTY",3662358,2189139,,219741,366236,109871
2018,CA-612,CA-612-GLENDALE,1323898,2347395,,140844,132390,70422
2018,CA-613,CA-613-IMPERIAL COUNTY,603394,161815,,36204,60339,18102
2018,CA-614,CA-614-SAN LUIS OBISPO COUNTY,1343481,906615,,80609,134348,40304
2018,CO-500,CO-500-COLORADO BALANCE OF STATE,3279623,2810881,,196777,327962,98389
2018,CO-503,CO-503-METROPOLITAN DENVER,10609858,24574821,,1474489,1060986,737245
2018,CO-504,"CO-504-COLORADO SPRINGS,EL PASO COUNTY",2409763,2333697,,144586,240976,72293
2018,CT-503,"CT-503-BRIDGEPORT,STAMFORD,NORWALK,FAIRFIELD COUNTY",3674944,10238540,,614312,367494,307156
2018,CT-505,CT-505-CONNECTICUT BALANCE OF STATE,13270816,34270359,,2056222,1327082,1028111
2018,DC-500,DC-500-DISTRICT OF COLUMBIA,11098072,21279618,,1276777,1109807,638389
2018,DE-500,DE-500-DELAWARE STATEWIDE,3993064,7723605,,463416,399306,231708
2018,FL-500,"FL-500-SARASOTA,BRADENTON,MANATEE,SARASOTA COUNTIES",2815694,799101,,168942,281569,84471
2018,FL-501,"FL-501-TAMPA,HILLSBOROUGH COUNTY",7020147,6129972,,421209,702015,210604
2018,FL-502,"FL-502-ST.PETERSBURG,CLEARWATER,LARGO,PINELLAS COUNTY",3621835,3957412,,237445,362184,118722
2018,FL-503,"FL-503-LAKELAND,WINTERHAVEN,POLK COUNTY",2702810,1787775,,162169,270281,81084
2018,FL-504,"FL-504-DAYTONA BEACH,DAYTONA,VOLUSIA,FLAGLER COUNTIES",1940936,1305347,,116456,194094,58228
2018,FL-505,"FL-505-FORT WALTONBEACH,OKALOOSA,WALTON COUNTIES",511937,605695,,36342,51194,18171
2018,FL-506,"FL-506-TALLAHASSEE,LEON COUNTY",2199915,1291383,,131995,219992,65997
2018,FL-507,"FL-507-ORLANDO,ORANGE,OSCEOLA,SEMINOLE COUNTIES",7990065,7326489,,479404,799007,239702
2018,FL-508,"FL-508-GAINESVILLE,ALACHUA,PUTNAM COUNTIES",1159919,662578,,69595,115992,34798
2018,FL-509,"FL-509-FORT PIERCE,ST.LUCIE,INDIAN RIVER,MARTIN COUNTIES",1125078,1629149,,97749,112508,48874
2018,FL-510,"FL-510-JACKSONVILLE-DUVAL,CLAY COUNTIES",5031420,4332319,,301885,503142,150943
2018,FL-511,"FL-511-PENSACOLA,ESCAMBIA,SANTA ROSA COUNTIES",1768906,707257,,106134,176891,53067
2018,FL-512,FL-512-ST.JOHNS COUNTY,236441,121598,,14186,50000,7093
2018,FL-513,"FL-513-PALM BAY,MELBOURNE,BREVARD COUNTY",816730,666117,,49004,81673,24502
2018,FL-514,"FL-514-OCALA,MARION COUNTY",1578928,245601,,94736,157893,47368
2018,FL-515,"FL-515-PANAMA CITY,BAY,JACKSON COUNTIES",763843,30765,,45831,76384,22915
2018,FL-517,"FL-517-HENDRY,HARDEE,HIGHLANDS COUNTIES",804440,158206,,48266,80444,24133
2018,FL-518,"FL-518-COLUMBIA,HAMILTON,LAFAYETTE,SUWANNEE COUNTIES",396573,339388,,23794,50000,11897
2018,FL-519,FL-519-PASCO COUNTY,2035171,839421,,122110,203517,61055
2018,FL-520,"FL-520-CITRUS,HERNANDO,LAKE,SUMTER COUNTIES",1141480,370361,,68489,114148,34244
2018,FL-600,FL-600-MIAMI-DADE COUNTY,15979550,29811201,,1788672,1597955,894336
2018,FL-601,"FL-601-FTLAUDERDALE,BROWARD COUNTY",5421670,9505090,,570305,542167,285153
2018,FL-602,"FL-602-PUNTA GORDA,CHARLOTTE COUNTY",274728,199572,,16484,50000,8242
2018,FL-603,"FL-603-FT MYERS,CAPE CORAL,LEE COUNTY",2574926,1667288,,154496,257493,77248
2018,FL-604,FL-604-MONROE COUNTY,427553,479542,,28773,50000,14386
2018,FL-605,"FL-605-WEST PALM BEACH,PALM BEACH COUNTY",5480115,5478835,,328807,548012,164403
2018,FL-606,"FL-606-NAPLES,COLLIER COUNTY",1640161,286151,,98410,164016,49205
2018,GA-500,GA-500-ATLANTA,5399847,7041634,,422498,539985,211249
2018,GA-501,GA-501-GEORGIA BALANCE OF STATE,19752620,17414117,,1185157,1975262,592579
2018,GA-502,GA-502-FULTON COUNTY,1916258,2495096,,149706,191626,74853
2018,GA-503,GA-503-ATHENS-CLARKE COUNTY,364380,709605,,42576,50000,21288
2018,GA-504,GA-504-AUGUSTA-RICHMOND COUNTY,1349904,607258,,80994,134990,40497
2018,GA-505,"GA-505-COLUMBUS-MUSCOGEE,RUSSELL COUNTY",1070068,1360522,,81631,107007,40816
2018,GA-506,"GA-506-MARIETTA,COBB COUNTY",2754533,2123692,,165272,275453,82636
2018,GA-507,"GA-507-SAVANNAH,CHATHAM COUNTY",1851688,3168106,,190086,185169,95043
2018,GA-508,GA-508-DEKALB COUNTY,3817572,4866729,,292004,381757,146002
2018,GU-500,GU-500-GUAM,1467492,1054700,,88050,146749,44025
2018,HI-500,HI-500-HAWAII BALANCE OF STATE,1435735,2344347,,140661,143574,70330
2018,HI-501,HI-501-HONOLULU CITY AND COUNTY,5868627,9080553,,544833,586863,272417
2018,IA-500,"IA-500-SIOUX CITY,DAKOTA,WOODBURY COUNTIES",1361977,722532,,81719,136198,40859
2018,IA-501,IA-501-IOWA BALANCE OF STATE,8010048,4745983,,480603,801005,240301
2018,IA-502,"IA-502-DES MOINES,POLK COUNTY",3221326,3315621,,198937,322133,99469
2018,ID-500,"ID-500-BOISE,ADA COUNTY",661332,889887,,53393,66133,26697
2018,ID-501,ID-501-IDAHO BALANCE OF STATE,2739309,2720641,,164359,273931,82179
2018,IL-500,IL-500-MCHENRY COUNTY,375732,927850,,55671,50000,27836
2018,IL-501,"IL-501-ROCKFORD,WINNEBAGO,BOONE COUNTIES",2047648,1453200,,122859,204765,61429
2018,IL-502,"IL-502-WAUKEGAN,NORTH CHICAGO,LAKE COUNTY",2221795,2002113,,133308,222180,66654
2018,IL-503,"IL-503-CHAMPAIGN,URBANA,RANTOUL,CHAMPAIGN COUNTY",515834,692843,,41571,51583,20785
2018,IL-504,IL-504-MADISON COUNTY,1435152,1814852,,108891,143515,54446
2018,IL-506,"IL-506-JOLIET,BOLINGBROOK,WILL COUNTY",1948115,3966130,,237968,194812,118984
2018,IL-507,"IL-507-PEORIA,PEKIN,FULTON,TAZEWELL,PEORIA,WOODFORD COUNTIES",1847999,1738227,,110880,184800,55440
2018,IL-508,"IL-508-EAST ST.LOUIS,BELLEVILLE,ST.CLAIR COUNTY",2268074,3147676,,188861,226807,94430
2018,IL-509,IL-509-DEKALB CITY & COUNTY,266009,580973,,34858,50000,17429
2018,IL-510,IL-510-CHICAGO,58172441,67054040,,4023242,5000000,1250000
2018,IL-511,IL-511-COOK COUNTY,12441144,11731407,,746469,1244114,373234
2018,IL-512,"IL-512-BLOOMINGTON,CENTRAL ILLINOIS",1533018,965449,,91981,153302,45991
2018,IL-513,"IL-513-SPRINGFIELD,SANGAMON COUNTY",485293,415203,,29118,50000,14559
2018,IL-514,IL-514-DUPAGE COUNTY,2791829,4526372,,271582,279183,135791
2018,IL-515,IL-515-SOUTH CENTRAL ILLINOIS,1095050,882109,,65703,109505,32852
2018,IL-516,"IL-516-DECATUR,MACON COUNTY",429810,767758,,46065,50000,23033
2018,IL-517,"IL-517-AURORA,ELGIN,KANE COUNTY",1002174,1718394,,103104,100217,51552
2018,IL-518,"IL-518-ROCK ISLAND,MOLINE,NORTHWESTERNILLINOIS",2193659,901530,,131620,219366,65810
2018,IL-519,IL-519-WEST CENTRAL ILLINOIS,666390,641558,,39983,66639,19992
2018,IL-520,IL-520-SOUTHERN ILLINOIS,1679716,810521,,100783,167972,50391
2018,IN-502,IN-502-INDIANA BALANCE OF STATE,21932384,13545128,,1315943,2193238,657972
2018,IN-503,IN-503-INDIANAPOLIS,6810441,5064847,,408626,681044,204313
2018,KS-502,"KS-502-WICHITA,SEDGWICK COUNTY",2373156,2501271,,150076,237316,75038
2018,KS-503,"KS-503-TOPEKA,SHAWNEE COUNTY",1414813,1883942,,113037,141481,56518
2018,KS-505,"KS-505-OVERLAND PARK,SHAWNEE,JOHNSON COUNTY",640412,684593,,41076,64041,20538
2018,KS-507,KS-507-KANSAS BALANCE OF STATE,4114049,2494555,,246843,411405,123421
2018,KY-500,KY-500-KENTUCKY BALANCE OF STATE,8554030,8104329,,513242,855403,256621
2018,KY-501,KY-501-LOUISVILLE-JEFFERSON COUNTY,8305350,9276353,,556581,830535,278291
2018,KY-502,KY-502-LEXINGTON-FAYETTE COUNTY,1670098,1449768,,100206,167010,50103
2018,LA-500,"LA-500-LAFAYETTE,ACADIANA REGIONAL",2271708,2540376,,152423,227171,76211
2018,LA-502,"LA-502-SHREVEPORT,BOSSIER,NORTHWESTLOUISIANA",1940907,3925902,,235554,194091,117777
2018,LA-503,"LA-503-NEWORLEANS,JEFFERSON PARISH",11192890,18524402,,1111464,1119289,555732
2018,LA-505,"LA-505-MONROE,NORTHEAST LOUISIANA",971443,1609261,,96556,97144,48278
2018,LA-506,"LA-506-SLIDELL,SOUTHEAST LOUISIANA",1071535,2132851,,127971,107154,63986
2018,LA-507,"LA-507-ALEXANDRIA,CENTRALLOUISIANA",716901,716695,,43014,71690,21507
2018,LA-509,LA-509-LOUISIANA BALANCE OF STATE,4669586,16272579,,976355,466959,488177
2018,MA-500,MA-500-BOSTON,12853981,25645902,,1538754,1285398,769377
2018,MA-502,MA-502-LYNN,1868981,1793614,,112139,186898,56069
2018,MA-503,MA-503-CAPE COD ISLANDS,611617,1598108,,95886,61162,47943
2018,MA-504,"MA-504-SPRINGFIELD,HAMPDEN COUNTY",3987296,3623415,,239238,398730,119619
2018,MA-505,MA-505-NEW BEDFORD,1977797,1683752,,118668,197780,59334
2018,MA-506,MA-506-WORCESTER CITY & COUNTY,4996141,6195279,,371717,499614,185858
2018,MA-507,"MA-507-PITTSFIELD,BERKSHIRE,FRANKLIN,HAMPSHIRE COUNTIES",1541305,1660103,,99606,154131,49803
2018,MA-508,MA-508-LOWELL,1525326,804106,,91520,152533,45760
2018,MA-509,MA-509-CAMBRIDGE,1994243,4322638,,259358,199424,129679
2018,MA-510,"MA-510-GLOUCESTER,HAVERHILL,SALEM,ESSEX COUNTY",2122235,1758097,,127334,212223,63667
2018,MA-511,"MA-511-QUINCY,BROCKTON,WEYMOUTH,PLYMOUTH CITY AND COUNTY",2725675,5547318,,332839,272568,166420
2018,MA-515,MA-515-FALL RIVER,2100896,1743743,,126054,210090,63027
2018,MA-516,MA-516-MASSACHUSETTS BALANCE OF STATE,8026251,12443331,,746600,802625,373300
2018,MA-517,MA-517-SOMERVILLE,2129419,1861279,,127765,212942,63883
2018,MA-519,"MA-519-ATTLEBORO,TAUNTON,BRISTOL COUNTY",873756,785012,,52425,87376,26213
2018,MD-500,"MD-500-CUMBERLAND,ALLEGANY COUNTY",359717,661652,,39699,50000,19850
2018,MD-501,MD-501-BALTIMORE,15384534,20831889,,1249913,1538453,624957
2018,MD-502,MD-502-HARFORD COUNTY,275798,917958,,55077,50000,27539
2018,MD-503,"MD-503-ANNAPOLIS,ANNE ARUNDEL COUNTY",1537414,2353435,,141206,153741,70603
2018,MD-504,MD-504-HOWARD COUNTY,305921,768634,,46118,50000,23059
2018,MD-505,MD-505-BALTIMORE COUNTY,2903053,2794107,,174183,290305,87092
2018,MD-506,MD-506-CARROLL COUNTY,213110,394953,,23697,50000,11849
2018,MD-507,MD-507-CECIL COUNTY,175448,244872,,14692,50000,7346
2018,MD-508,"MD-508-CHARLES,CALVERT,ST.MARY'S COUNTIES",457615,2750403,,165024,50000,82512
2018,MD-509,MD-509-FREDERICK CITY & COUNTY,307284,581619,,34897,50000,17449
2018,MD-510,MD-510-GARRETT COUNTY,66978,242699,,14562,50000,7281
2018,MD-511,MD-511-MID-SHORE REGIONAL,374017,742947,,44577,50000,22288
2018,MD-512,"MD-512-HAGERSTOWN,WASHINGTON COUNTY",367642,480051,,28803,50000,14402
2018,MD-513,"MD-513-WICOMICO,SOMERSET,WORCESTER COUNTIES",385213,1213694,,72822,50000,36411
2018,MD-600,MD-600-PRINCE GEORGE'S COUNTY,3641651,5239911,,314395,364165,157197
2018,MD-601,MD-601-MONTGOMERY COUNTY,3397041,8762940,,525776,339704,262888
2018,ME-500,ME-500-MAINE STATEWIDE,5749120,12306167,,738370,574912,369185
2018,MI-500,MI-500-MICHIGAN BALANCE OF STATE,6592763,8832530,,529952,659276,264976
2018,MI-501,MI-501-DETROIT,25269959,25196727,,1516198,2526996,758099
2018,MI-502,"MI-502-DEARBORN,DEARBORN HEIGHTS,WESTLAND,WAYNE COUNTY",6726833,3702413,,403610,672683,201805
2018,MI-503,"MI-503-ST.CLAIR SHORES,WARREN,MACOMB COUNTY",2431574,1180474,,145894,243157,72947
2018,MI-504,"MI-504-PONTIAC,ROYAL OAK,OAKLAND COUNTY",4706147,5864111,,351847,470615,175923
2018,MI-505,"MI-505-FLINT,GENESEE COUNTY",4294516,2008079,,257671,429452,128835
2018,MI-506,"MI-506-GRAND RAPIDS,WYOMING,KENT COUNTY",4121181,5517588,,331055,412118,165528
2018,MI-507,"MI-507-PORTAGE,KALAMAZOO CITY & COUNTY",1531060,1644924,,98695,153106,49348
2018,MI-508,"MI-508-LANSING,EAST LANSING,INGHAM COUNTY",1839168,2427581,,145655,183917,72827
2018,MI-509,MI-509-WASHTENAW COUNTY,1496742,5588663,,335320,149674,167660
2018,MI-510,MI-510-SAGINAW CITY & COUNTY,1853981,1884846,,113091,185398,56545
2018,MI-511,MI-511-LENAWEE COUNTY,247984,103011,,14879,50000,7440
2018,MI-512,"MI-512-GRAND TRAVERSE,ANTRIM,LEELANAU COUNTIES",367470,672325,,40340,50000,20170
2018,MI-513,"MI-513-MARQUETTE,ALGER COUNTIES",211170,124049,,12670,50000,6335
2018,MI-514,"MI-514-BATTLE CREEK,CALHOUN COUNTY",525248,297131,,31515,52525,15757
2018,MI-515,MI-515-MONROE CITY & COUNTY,362513,131448,,21751,50000,10875
2018,MI-516,"MI-516-NORTON SHORES,MUSKEGON CITY & COUNTY",626365,554978,,37582,62637,18791
2018,MI-517,MI-517-JACKSON CITY & COUNTY,579838,822159,,49330,57984,24665
2018,MI-518,MI-518-LIVINGSTON COUNTY,231239,224593,,13874,50000,6937
2018,MI-519,"MI-519-HOLLAND,OTTAWA COUNTY",536174,1017251,,61035,53617,30518
2018,MI-523,MI-523-EATON COUNTY,193509,900050,,54003,50000,27002
2018,MN-500,"MN-500-MINNEAPOLIS,HENNEPIN COUNTY",10566519,11960459,,717628,1056652,358814
2018,MN-501,"MN-501-ST.PAUL,RAMSEY COUNTY",5441329,6966364,,417982,544133,208991
2018,MN-502,"MN-502-ROCHESTER,SOUTHEASTMINNESOTA",1636029,2134136,,128048,163603,64024
2018,MN-503,"MN-503-DAKOTA,ANOKA,WASHINGTON,SCOTT,CARVER COUNTIES",2418625,3819588,,229175,241863,114588
2018,MN-504,MN-504-NORTHEAST MINNESOTA,316141,431158,,25869,50000,12935
2018,MN-505,"MN-505-ST.CLOUD,CENTRAL MINNESOTA",1437047,1348207,,86223,143705,43111
2018,MN-506,MN-506-NORTHWEST MINNESOTA,461530,672592,,40356,50000,20178
2018,MN-508,"MN-508-MOORHEAD,WEST CENTRAL MINNESOTA",532546,801583,,48095,53255,24047
2018,MN-509,"MN-509-DULUTH,ST.LOUIS COUNTY",3206383,2963567,,192383,320638,96191
2018,MN-511,MN-511-SOUTHWEST MINNESOTA,757861,969625,,58178,75786,29089
2018,MO-500,MO-500-ST.LOUIS COUNTY,4104249,1928309,,246255,410425,123127
2018,MO-501,MO-501-ST.LOUIS CITY,12983036,11487718,,778982,1298304,389491
2018,MO-503,"MO-503-ST.CHARLES CITY & COUNTY,LINCOLN,WARREN COUNTIES",526429,334324,,31586,52643,15793
2018,MO-600,"MO-600-SPRINGFIELD,GREENE,CHRISTIAN,WEBSTER COUNTIES",745029,950006,,57000,74503,28500
2018,MO-602,"MO-602-JOPLIN,JASPER,NEWTON COUNTIES",392583,560852,,33651,50000,16826
2018,MO-603,"MO-603-ST.JOSEPH,ANDREW,BUCHANAN,DEKALB COUNTIES",1176757,1239738,,74384,117676,37192
2018,MO-604,"MO-604-KANSAS CITY (MO&KS),INDEPENDENCE,LEE’S SUMMIT,JACKSON,WYANDOTTE COUNTIES",8024793,13302621,,798157,802479,399079
2018,MO-606,MO-606-MISSOURI BALANCE OF STATE,5617675,4978996,,337061,561768,168530
2018,MS-500,"MS-500-JACKSON,RANKIN,MADISON COUNTIES",2163249,1275023,,129795,216325,64897
2018,MS-501,MS-501-MISSISSIPPI BALANCE OF STATE,5495656,2804711,,329739,549566,164870
2018,MS-503,"MS-503-GULF PORT,GULF COAST REGIONAL",1043444,805392,,62607,104344,31303
2018,MT-500,MT-500-MONTANA STATEWIDE,2227900,2434677,,146081,222790,73040
2018,NC-500,"NC-500-WINSTON-SALEM,FORSYTH COUNTY",1792751,1956291,,117377,179275,58689
2018,NC-501,"NC-501-ASHEVILLE,BUNCOMBE COUNTY",590435,1254274,,75256,59044,37628
2018,NC-502,NC-502-DURHAM CITY & COUNTY,1526985,1247410,,91619,152699,45810
2018,NC-503,NC-503-NORTH CAROLINA BALANCE OF STATE,11659367,8388382,,699562,1165937,349781
2018,NC-504,"NC-504-GREENSBORO,HIGH POINT",2069578,1702789,,124175,206958,62087
2018,NC-505,"NC-505-CHARLOTTE,MECKLENBURG COUNTY",4530473,3685454,,271828,453047,135914
2018,NC-506,"NC-506-WILMINGTON,BRUNSWICK,NEW HANOVER,PENDER COUNTIES",755906,656683,,45354,75591,22677
2018,NC-507,"NC-507-RALEIGH,WAKE COUNTY",3726138,3247452,,223568,372614,111784
2018,NC-509,"NC-509-GASTONIA,CLEVELAND,GASTON,LINCOLN COUNTIES",873006,779167,,52380,87301,26190
