year,coc_number,caa_coc_award_amount
2015,NY-603,10453402
2015,NY-508,10873277
2015,NY-505,8296514
2015,NY-503,5040772
2015,NY-600,121965844
2015,NJ-503,3452067
2015,NJ-506,5243399
2015,NJ-507,2407162
2015,NJ-513,397461
2015,NJ-500,519206
2015,NJ-510,463677
2015,NJ-502,511020
2015,NJ-514,3538791
2015,NM-501,4611587
2015,NJ-509,1756326
2015,NJ-504,5738188
2015,NJ-511,3745554
2015,NY-507,3867818
2015,NY-604,18422848
2015,NY-510,211918
2015,OH-506,4366303
2015,NY-608,1169100
2015,NY-513,205097
2015,NY-520,89223
2015,OH-504,1983615
2015,OH-502,26740229
2015,OH-503,11753431
2015,OH-507,17483191
2015,OH-508,2570070
2015,OH-501,4133149
2015,NY-512,3210595
2015,NY-504,351754
2015,NY-518,3120929
2015,NY-511,1563384
2015,NY-607,389540
2015,NY-500,11127315
2015,NY-522,1267042
2015,NY-601,1338245
2015,NY-602,2792412
2015,NY-514,210874
2015,NY-516,146300
2015,NY-519,451459
2015,NJ-516,1222609
2015,MN-511,984023
2015,MO-604,11461063
2015,MO-603,1257604
2015,MN-505,1373986
2015,MN-506,673035
2015,MN-508,862869
2015,MO-503,292226
2015,MO-500,1598248
2015,MO-501,10819284
2015,MO-606,4553354
2015,MO-600,865457
2015,MO-602,533918
2015,MI-515,139126
2015,MI-517,905738
2015,MI-510,1806174
2015,MI-508,2566614
2015,MI-511,108386
2015,MI-518,219545
2015,MN-501,6964024
2015,MN-502,1929728
2015,MN-503,3758883
2015,MN-504,442121
2015,MN-500,11815635
2015,MN-509,3271748
2015,MS-501,3304285
2015,NE-500,2023586
2015,NE-502,2230675
2015,NE-501,4224258
2015,NC-504,1891697
2015,NC-516,287951
2015,ND-500,2047642
2015,NJ-515,4467480
2015,NJ-508,3073031
2015,NJ-501,4213917
2015,NH-500,3552510
2015,NH-501,1537898
2015,NH-502,1814588
2015,NC-502,1322432
2015,NC-503,7399611
2015,NC-506,670702
2015,MS-503,763991
2015,MS-500,1375970
2015,MT-500,2455596
2015,NC-500,1889617
2015,NC-505,3570229
2015,NC-511,698580
2015,NC-501,1206824
2015,NC-513,625299
2015,NC-507,3013496
2015,OH-505,8478888
2015,VA-600,2136575
2015,VA-601,8373285
2015,VA-503,1602194
2015,UT-504,1089919
2015,UT-500,7389067
2015,VA-603,806998
2015,VA-501,3912825
2015,VA-514,273082
2015,VA-505,2015935
2015,VA-502,836582
2015,VA-500,4468766
2015,VA-521,808025
2015,TX-500,8329314
2015,TX-601,11656963
2015,TX-503,5687295
2015,TX-700,32098014
2015,TX-600,16629599
2015,TX-611,690955
2015,TX-624,324611
2015,TX-701,310636
2015,UT-503,1640766
2015,TX-607,7686653
2015,TX-603,2758173
2015,TX-604,978750
2015,VA-513,384701
2015,WI-500,8773084
2015,WI-501,10127898
2015,WI-502,1055535
2015,WA-503,3449147
2015,WA-504,7900826
2015,WA-502,3822547
2015,WV-503,1223874
2015,WV-500,412132
2015,WY-500,290415
2015,WI-503,3633373
2015,WV-508,3806212
2015,WV-501,2205883
2015,VA-604,527157
2015,VA-504,369106
2015,VI-500,115754
2015,VA-602,167720
2015,VA-508,338557
2015,VA-507,1157730
2015,WA-501,6227178
2015,WA-508,1517539
2015,WA-507,594588
2015,VT-500,3231669
2015,VT-501,1036720
2015,WA-500,35389214
2015,TN-510,554551
2015,OR-506,3393016
2015,PA-500,35522132
2015,PA-509,10803770
2015,OR-507,2087390
2015,OR-503,569835
2015,OR-500,3361210
2015,PA-512,1175133
2015,PA-506,3327453
2015,PA-501,1623714
2015,PA-600,18215968
2015,PA-601,8792731
2015,PA-603,1534995
2015,OK-501,2736752
2015,OK-504,373113
2015,OK-507,111107
2015,OH-500,17982669
2015,OK-505,364189
2015,OK-500,279017
2015,OR-502,282942
2015,OR-505,3081444
2015,OR-501,19118469
2015,OK-506,116234
2015,OK-503,595293
2015,OK-502,3507094
2015,PA-511,934433
2015,TN-501,6716521
2015,TN-500,2612695
2015,TN-504,3138851
2015,SC-501,3291688
2015,SC-502,3053383
2015,SD-500,1126640
2015,TN-502,1401099
2015,TN-506,731977
2015,TN-512,393584
2015,TN-509,1530908
2015,TN-507,1490638
2015,TN-503,1819533
2015,PA-505,1618855
2015,PA-510,2007820
2015,PA-605,2128578
2015,PA-508,2588315
2015,PA-502,5128363
2015,PA-503,3995242
2015,RI-500,5985905
2015,SC-500,1717517
2015,SC-503,1844036
2015,PA-504,2865555
2015,PR-503,5960026
2015,PR-502,13017927
2015,DE-500,7785779
2015,FL-513,719252
2015,FL-502,4036255
2015,CT-503,10169085
2015,CT-502,6411420
2015,DC-500,23888687
2015,FL-605,5682950
2015,FL-501,6240062
2015,FL-503,1614059
2015,FL-510,4597556
2015,FL-506,1341674
2015,FL-519,763038
2015,CA-503,19138664
2015,CA-608,9289429
2015,CA-511,4180278
2015,CA-611,1970367
2015,CA-509,1777940
2015,CA-607,3112977
2015,CO-503,24388048
2015,CO-500,2874257
2015,CT-505,27081272
2015,CA-614,935156
2015,CA-524,2490
2015,CO-504,2452453
2015,FL-517,190199
2015,FL-509,1514817
2015,FL-603,1762276
2015,FL-514,243373
2015,FL-511,836821
2015,FL-504,1090050
2015,FL-507,7444936
2015,GA-503,696892
2015,GA-500,6921341
2015,GA-502,2795919
2015,GA-501,15845827
2015,GA-504,604002
2015,GA-508,4061462
2015,FL-505,576097
2015,FL-601,10376919
2015,FL-600,29730926
2015,FL-604,448854
2015,FL-508,587300
2015,FL-518,357005
2015,FL-606,270198
2015,FL-515,42952
2015,FL-512,139559
2015,FL-500,1113950
2015,FL-602,189503
2015,FL-520,396759
2015,CA-606,6965080
2015,AZ-500,4008374
2015,AZ-501,8428109
2015,CA-600,99691350
2015,AR-501,394778
2015,AR-504,24141
2015,AZ-502,26882333
2015,CA-515,1256067
2015,CA-604,4790096
2015,CA-601,17859969
2015,CA-602,22025895
2015,CA-500,20204762
2015,CA-502,28980863
2015,AL-500,8997707
2015,AL-501,3953258
2015,AL-507,543801
2015,AK-501,762763
2015,AK-500,2949710
2015,AL-502,502183
2015,AR-500,3353320
2015,AR-503,376455
2015,AR-505,292022
2015,AL-504,2112078
2015,AL-503,754922
2015,AL-506,232472
2015,CA-526,313840
2015,CA-508,2261790
2015,CA-505,11104352
2015,CA-512,9455481
2015,CA-513,1923277
2015,CA-506,1972200
2015,CA-520,659165
2015,CA-612,2319804
2015,CA-609,9366053
2015,CA-615,2862
2015,CA-521,474575
2015,CA-603,1607635
2015,CA-514,8737368
2015,CA-507,3264434
2015,CA-517,712708
2015,CA-519,531742
2015,CA-518,1254088
2015,CA-522,819897
2015,CA-504,3087262
2015,CA-527,5629
2015,CA-510,2963830
2015,CA-525,10556
2015,CA-613,191131
2015,CA-501,30968697
2015,CA-516,317347
2015,GA-506,2200358
2015,MA-504,3230835
2015,MD-509,569765
2015,MD-501,20113771
2015,MA-508,808792
2015,MA-502,1784969
2015,MA-505,1684939
2015,MD-506,390079
2015,MD-508,2521547
2015,MD-601,8202360
2015,MD-505,2766391
2015,MD-500,698974
2015,MD-503,2175878
2015,MA-500,22664525
2015,MA-509,4164930
2015,MA-517,1925107
2015,MA-510,1724266
2015,MA-518,1476746
2015,MA-503,1932912
2015,MA-515,1749357
2015,MA-511,5453087
2015,MA-507,1797223
2015,MA-519,819144
2015,MA-506,6595065
2015,MA-516,10239066
2015,MD-510,255878
2015,MI-507,1777855
2015,MI-519,1017124
2015,MI-516,577163
2015,MI-509,5708538
2015,MI-523,895163
2015,MI-501,26130090
2015,MI-505,2294131
2015,MI-512,670841
2015,MI-514,326673
2015,MI-503,1197318
2015,MI-506,5503523
2015,MI-502,3380983
2015,MD-600,4944748
2015,MD-511,723480
2015,MD-512,500970
2015,MD-502,927130
2015,MD-504,789594
2015,MD-507,244476
2015,MI-513,194878
2015,MI-500,8790201
2015,MI-504,5793784
2015,MD-513,1203629
2015,ME-502,3310122
2015,ME-500,8667731
2015,LA-506,2291529
2015,IL-518,858536
2015,IL-508,3191970
2015,IL-512,1093888
2015,IL-502,2105513
2015,IL-511,11373095
2015,IL-520,890826
2015,IL-504,1832242
2015,IL-503,748586
2015,IL-516,794348
2015,IL-506,3519280
2015,IL-515,905114
2015,IL-507,1786354
2015,HI-501,9265576
2015,HI-500,2100869
2015,IA-501,4584927
2015,GA-507,3588586
2015,GA-505,1333949
2015,GU-500,1122558
2015,ID-501,2780683
2015,IL-514,4406678
2015,IL-510,63499383
2015,IA-500,715112
2015,IA-502,3127223
2015,ID-500,933085
2015,IL-509,611360
2015,KY-501,9064742
2015,LA-500,2474843
2015,LA-504,1753358
2015,KS-503,1867911
2015,KY-502,1589681
2015,KY-500,7981008
2015,LA-505,1617421
2015,LA-508,1067678
2015,LA-509,11407163
2015,LA-502,3890343
2015,LA-503,18367757
2015,LA-507,704860
2015,IL-519,650720
2015,IL-501,1470693
2015,IN-502,10496669
2015,IL-517,1621013
2015,IL-513,444738
2015,IL-500,930933
2015,KS-505,675358
2015,KS-507,2539223
2015,KS-502,2138663
2015,IN-500,1433183
2015,IN-503,4404410
2015,KS-501,1648828
2014,NY-503,4477029
2014,NY-523,1322666
2014,NY-600,104945359
2014,NV-500,12561109
2014,NV-501,1613494
2014,NY-606,677789
2014,NY-508,9759592
2014,NY-507,3368790
2014,NY-511,1606909
2014,NY-501,1501351
2014,NY-502,293804
2014,NY-603,11905928
2014,NV-502,623593
2014,NJ-506,5340100
2014,NJ-507,1866679
2014,NJ-509,1750933
2014,NJ-503,2849136
2014,NJ-518,404916
2014,NJ-500,446183
2014,NJ-512,146148
2014,NM-501,4211883
2014,NM-500,5113012
2014,NJ-504,5867522
2014,NJ-511,2851865
2014,NJ-514,3026121
2014,NY-500,11102896
2014,NY-509,4881
2014,NY-517,65344
2014,OH-506,4460565
2014,NY-520,51601
2014,NY-604,16663642
2014,NY-510,236206
2014,OH-504,2146095
2014,OH-500,15381528
2014,OH-502,25243448
2014,OH-507,14790810
2014,OH-508,2310203
2014,OH-501,4388180
2014,NY-513,169426
2014,NY-518,3430960
2014,NY-514,248087
2014,NY-516,176274
2014,NY-505,8871625
2014,NY-512,3078905
2014,NY-504,409805
2014,NY-602,2718779
2014,NY-608,1226798
2014,NY-607,438066
2014,NY-519,461076
2014,NY-601,1338654
2014,NY-522,1242616
2014,MO-606,4447456
2014,MO-503,278630
2014,MO-602,596637
2014,MO-604,10414305
2014,MO-600,959622
2014,MO-603,1196401
2014,MS-503,727283
2014,MS-500,1543243
2014,MT-500,2648499
2014,MO-500,1327735
2014,MO-501,10456027
2014,MS-501,3257358
2014,MN-502,2088398
2014,MN-504,440878
2014,MN-500,10079363
2014,MN-509,3163341
2014,MI-518,230611
2014,MI-517,848800
2014,MI-510,1843373
2014,MN-508,810102
2014,MN-511,893235
2014,MN-501,6269922
2014,MN-503,3163532
2014,MN-505,1342290
2014,MN-506,678651
2014,NC-502,1070621
2014,NH-501,1284265
2014,NH-502,1846344
2014,NJ-515,4498918
2014,NE-502,1948934
2014,NE-501,3787298
2014,NH-500,3491586
2014,NJ-513,407628
2014,NJ-510,379471
2014,NJ-502,578628
2014,NJ-508,3215533
2014,NJ-516,1023939
2014,NJ-501,3435219
2014,NE-500,1916413
2014,NC-513,574812
2014,NC-507,2642193
2014,NC-500,1898308
2014,NC-506,769831
2014,NC-501,1196396
2014,NC-503,5649866
2014,NC-504,1829362
2014,NC-516,276405
2014,ND-500,2173491
2014,NC-505,3630571
2014,NC-509,829578
2014,NC-511,806572
2014,OH-503,11061640
2014,VA-504,327108
2014,VA-603,754055
2014,VA-600,1920096
2014,UT-503,1318491
2014,UT-504,1121601
2014,UT-500,6028627
2014,VA-503,1481073
2014,VA-502,769437
2014,VA-500,4413731
2014,VA-505,1915780
2014,VA-501,4055120
2014,VA-601,7655650
2014,TX-701,312250
2014,TX-600,17099270
2014,TX-601,11379958
2014,TX-611,772766
2014,TN-510,564054
2014,TX-607,6902560
2014,TX-700,23037803
2014,TX-603,3080695
2014,TX-604,1105311
2014,TX-624,368336
2014,TX-500,7565056
2014,TX-503,5612037
2014,TX-703,706340
2014,VA-521,639131
2014,WI-500,7658825
2014,WI-502,1170794
2014,WI-501,10601557
2014,WA-507,625435
2014,WA-503,3174762
2014,WA-502,3530580
2014,WV-503,1353018
2014,WV-500,437524
2014,WY-500,327002
2014,WI-503,3190276
2014,WV-508,3610109
2014,WV-501,1832057
2014,WA-504,5631040
2014,VA-508,383287
2014,VA-507,1300607
2014,VA-604,593264
2014,VA-514,162361
2014,VA-513,418039
2014,VA-602,155000
2014,WA-500,28087080
2014,WA-501,5887259
2014,WA-508,1254256
2014,VI-500,133218
2014,VT-500,2732017
2014,VT-501,999771
2014,PA-500,30800341
2014,PA-507,5722465
2014,PA-600,15524687
2014,OR-503,530465
2014,OR-500,2759198
2014,OR-506,2720993
2014,PA-506,2624111
2014,PA-501,1587502
2014,PA-511,902215
2014,PA-601,5148459
2014,PA-603,1587100
2014,PA-512,1012925
2014,OR-507,1717124
2014,OK-505,309698
2014,OK-501,2737131
2014,OK-503,687476
2014,OH-505,8372952
2014,OK-504,358817
2014,OK-500,318649
2014,OR-502,323920
2014,OR-505,3164408
2014,OR-501,15478198
2014,OK-507,130022
2014,OK-506,113714
2014,OK-502,3175109
2014,PA-602,2739662
2014,TN-501,6909905
2014,TN-500,2939426
2014,TN-504,3479196
2014,SC-501,3737478
2014,SC-502,2923224
2014,SD-500,1225381
2014,TN-506,758384
2014,TN-502,1380353
2014,TN-512,486452
2014,TN-509,1572054
2014,TN-507,1617073
2014,TN-503,1867720
2014,SC-503,1507399
2014,PA-503,3826687
2014,PA-505,1538508
2014,PA-510,1916917
2014,PA-508,2615255
2014,PA-509,5440115
2014,PA-502,4581158
2014,PR-502,13458157
2014,RI-500,5262197
2014,SC-500,1619098
2014,PA-605,2301957
2014,PA-504,2555725
2014,PR-503,5842927
2014,FL-513,817332
2014,FL-502,3914556
2014,FL-510,4569262
2014,CT-512,2209568
2014,DC-500,21213697
2014,DE-500,6745030
2014,FL-516,605615
2014,FL-517,205915
2014,FL-501,6243959
2014,FL-506,1325497
2014,FL-519,758924
2014,FL-605,5461193
2014,CT-508,1888873
2014,CA-614,1075961
2014,CA-524,2490
2014,CO-504,2233091
2014,CA-503,18719062
2014,CA-608,9857934
2014,CA-511,4543476
2014,CT-503,5770860
2014,CT-502,5986784
2014,CT-506,1562336
2014,CO-503,20333265
2014,CO-500,3248406
2014,CT-505,21691415
2014,FL-503,994538
2014,FL-514,241997
2014,FL-505,628910
2014,GA-500,6959507
2014,FL-507,7159105
2014,FL-509,1381491
2014,FL-603,2061821
2014,GA-503,689244
2014,GA-502,2808355
2014,GA-506,2084323
2014,GA-501,14626267
2014,GA-504,709617
2014,GA-508,3867362
2014,FL-511,948354
2014,FL-601,10256442
2014,FL-600,32258225
2014,FL-606,312296
2014,FL-604,528073
2014,FL-508,677341
2014,FL-518,279172
2014,FL-504,1049538
2014,FL-515,49162
2014,FL-512,152400
2014,FL-500,785655
2014,FL-602,218035
2014,FL-520,370361
2014,AZ-501,8634226
2014,CA-600,91956831
2014,CA-602,19526012
2014,AR-501,234791
2014,AZ-502,26386235
2014,AZ-500,4238369
2014,CA-604,3750970
2014,CA-601,16170164
2014,CA-526,314389
2014,CA-500,15896617
2014,CA-502,27195702
2014,CA-515,1081122
2014,AR-505,340591
2014,AL-500,8421368
2014,AL-501,3885464
2014,AL-507,563584
2014,AK-500,2859081
2014,AK-501,817317
2014,AL-502,577790
2014,AL-506,248367
2014,AR-500,4016037
2014,AR-503,331831
2014,AL-503,853943
2014,AL-505,7649
2014,AL-504,2286488
2014,CA-518,1158800
2014,CA-521,453504
2014,CA-603,1448116
2014,CA-609,6962571
2014,CA-520,579193
2014,CA-508,2274747
2014,CA-512,7563895
2014,CA-606,8167924
2014,CA-611,1896944
2014,CA-607,2876396
2014,CA-509,2077576
2014,CA-514,7682593
2014,CA-612,2345056
2014,CA-506,2121998
2014,CA-507,2880972
2014,CA-517,609318
2014,CA-519,578630
2014,CA-505,10767490
2014,CA-522,733348
2014,CA-504,2970948
2014,CA-510,3327972
2014,CA-525,12419
2014,CA-513,1764900
2014,CA-613,205945
2014,CA-501,25648425
2014,CA-516,373349
2014,GA-507,4052707
2014,MD-509,609534
2014,MD-501,21776583
2014,MD-505,2633522
2014,MA-505,1968954
2014,MA-511,3473704
2014,MA-504,2896534
2014,MD-508,2334584
2014,MD-507,261510
2014,MD-601,7537481
2014,MD-500,809617
2014,MD-503,2451633
2014,MD-506,371312
2014,MA-502,1997049
2014,MA-517,2125646
2014,MA-519,925047
2014,MA-506,6487801
2014,MA-503,1697949
2014,MA-500,24163154
2014,MA-509,3762901
2014,MA-513,1820509
2014,MA-507,1623001
2014,MA-508,803989
2014,MA-516,9609165
2014,MA-515,1969848
2014,MA-520,1113336
2014,MD-510,294364
2014,MI-502,3480248
2014,MI-503,1335357
2014,MI-516,527006
2014,MI-523,750912
2014,MI-507,1857125
2014,MI-519,906273
2014,MI-514,364610
2014,MI-508,2056477
2014,MI-511,108758
2014,MI-506,5121687
2014,MI-505,2348893
2014,MI-512,658417
2014,MI-509,5105523
2014,MD-511,758497
2014,MD-512,548266
2014,MD-513,1164438
2014,MD-502,808335
2014,MD-504,913432
2014,MD-600,5089155
2014,MI-500,8218092
2014,MI-504,5242015
2014,MI-501,26457858
2014,ME-502,2569369
2014,ME-500,7838666
2014,MI-513,229132
2014,IL-508,3208956
2014,IL-512,1254147
2014,IL-506,3472952
2014,IL-511,11712428
2014,IL-520,1035769
2014,IL-518,974443
2014,IL-503,843875
2014,IL-516,911996
2014,IL-509,615714
2014,IL-515,1037821
2014,IL-507,1674162
2014,IL-504,2057290
2014,IL-502,2316362
2014,HI-500,1828631
2014,IA-501,4683391
2014,IA-500,871142
2014,GA-505,1274573
2014,GU-500,1346148
2014,HI-501,9791369
2014,IL-514,4157738
2014,IL-510,59601053
2014,IL-513,507123
2014,IA-502,2791900
2014,ID-500,964970
2014,ID-501,3111636
2014,IL-517,1530829
2014,LA-502,4026441
2014,LA-503,16779545
2014,LA-501,340394
2014,KY-500,8298485
2014,LA-500,2735010
2014,LA-504,2023741
2014,LA-506,2252125
2014,MA-510,1839720
2014,MA-518,1419518
2014,LA-507,714271
2014,LA-505,1510247
2014,LA-508,1203528
2014,KY-501,9184304
2014,IN-502,9993496
2014,IN-500,1675156
2014,IN-503,4743246
2014,IL-500,921227
2014,IL-519,639734
2014,IL-501,1627385
2014,KS-501,1560355
2014,KS-502,2407083
2014,KY-502,1523798
2014,KS-505,587357
2014,KS-507,2852823
2014,KS-503,1751097
2013,NY-600,114136681
2013,NY-501,1498040
2013,NY-603,11282292
2013,NV-501,1702291
2013,NY-503,4419630
2013,NY-523,1299919
2013,NY-511,1304824
2013,NY-500,9689428
2013,NY-505,9247244
2013,NY-502,335480
2013,NY-508,9176198
2013,NY-507,3342173
2013,NV-500,9517717
2013,NJ-504,5016497
2013,NJ-509,1483204
2013,NJ-511,2378221
2013,NJ-500,446431
2013,NJ-506,2558902
2013,NJ-507,1527547
2013,NM-501,3897464
2013,NM-500,4864896
2013,NV-502,717330
2013,NJ-512,147995
2013,NJ-514,2929757
2013,NJ-515,4322653
2013,NY-512,2899675
2013,NY-606,668306
2013,OH-506,4478816
2013,OH-507,14128219
2013,NY-510,227361
2013,NY-509,4504
2013,NY-517,83701
2013,OH-500,14114210
2013,OH-502,24735486
2013,OH-503,9803787
2013,OH-508,2355797
2013,OH-501,4241159
2013,OH-504,2075900
2013,NY-604,13659470
2013,NY-516,167662
2013,NY-519,432767
2013,NY-602,2408961
2013,NY-504,401405
2013,NY-518,3505546
2013,NY-514,237502
2013,NY-601,1377571
2013,NY-513,177938
2013,NY-520,55755
2013,NY-608,1188808
2013,NY-522,1252593
2013,NY-607,492982
2013,MO-503,278241
2013,MO-602,604428
2013,MO-500,1017846
2013,MO-600,956702
2013,MO-603,1219717
2013,MO-606,4573117
2013,MS-500,1638375
2013,MT-500,2728741
2013,NC-502,1002672
2013,MO-501,10702976
2013,MS-501,3363635
2013,MS-503,750803
2013,MO-604,9780986
2013,MN-500,9320519
2013,MN-509,2685148
2013,MN-503,2612220
2013,MI-517,848800
2013,MI-510,1772676
2013,MN-504,334718
2013,MN-501,5777671
2013,MN-502,1923968
2013,MN-508,736283
2013,MN-505,1243570
2013,MN-506,519613
2013,MN-511,884315
2013,NC-506,750284
2013,NH-502,1811518
2013,NJ-508,3071464
2013,NJ-516,723638
2013,NE-501,3672499
2013,NH-500,3314399
2013,NH-501,1214144
2013,NJ-502,640640
2013,NJ-503,2327869
2013,NJ-518,219507
2013,NJ-501,2251002
2013,NJ-513,402645
2013,NJ-510,488972
2013,NE-502,1963549
2013,NC-507,2570526
2013,NC-500,1848619
2013,NC-505,3850340
2013,NC-501,902507
2013,NC-503,4702269
2013,NC-513,547532
2013,NC-516,280465
2013,ND-500,2037177
2013,NE-500,1881170
2013,NC-509,890435
2013,NC-511,816514
2013,NC-504,1781254
2013,VA-504,327823
2013,VA-603,676274
2013,VA-600,1678028
2013,UT-503,1300073
2013,UT-504,1113585
2013,UT-500,5557953
2013,VA-503,1479737
2013,VA-502,773292
2013,VA-500,4072076
2013,VA-505,1943393
2013,VA-501,4073090
2013,VA-601,6759018
2013,TX-701,268731
2013,TX-600,16999505
2013,TX-601,11481731
2013,TX-611,818967
2013,TN-512,512566
2013,TX-607,5627716
2013,TX-700,23322416
2013,TX-603,3078117
2013,TX-604,792593
2013,TX-624,365146
2013,TX-500,7691736
2013,TX-503,5652049
2013,TX-703,824943
2013,VA-514,244957
2013,WI-500,7662718
2013,WI-501,10052370
2013,WI-502,1186021
2013,WA-507,607565
2013,WA-503,2664978
2013,WA-502,3434995
2013,WV-503,1355236
2013,WV-500,433458
2013,WY-500,333139
2013,WI-503,3136757
2013,WV-508,3493059
2013,WV-501,1619904
2013,WA-504,5292225
2013,VA-508,363863
2013,VA-507,1329128
2013,VA-604,687849
2013,VA-513,419698
2013,VA-521,624329
2013,VA-602,155732
2013,WA-500,24149352
2013,WA-501,5466311
2013,WA-508,1236041
2013,VI-500,304072
2013,VT-500,2564523
2013,VT-501,1036589
2013,PA-500,30017783
2013,PA-507,4992351
2013,PA-502,4404288
2013,OR-503,526457
2013,OR-500,2759245
2013,OR-506,2633712
2013,PA-512,1011954
2013,PA-506,2610244
2013,PA-509,5401750
2013,PA-600,15379619
2013,PA-601,5042434
2013,PA-603,1411007
2013,OR-507,1698627
2013,OK-505,301973
2013,OK-501,2692673
2013,OK-507,122654
2013,OH-505,7757022
2013,OK-504,346929
2013,OK-500,316907
2013,OR-502,334590
2013,OR-505,2884937
2013,OR-501,13287142
2013,OK-506,112118
2013,OK-503,542550
2013,OK-502,3038657
2013,PA-501,1612657
2013,TN-501,5944170
2013,TN-500,2814186
2013,TN-504,3273612
2013,SC-501,3854539
2013,SC-502,2814145
2013,SD-500,1283863
2013,TN-502,1380353
2013,TN-506,735912
2013,TN-510,600865
2013,TN-509,1523895
2013,TN-507,1565645
2013,TN-503,1908593
2013,SC-503,1502347
2013,PA-503,3368966
2013,PA-505,1533667
2013,PA-510,2052907
2013,PA-511,840708
2013,PA-602,2635655
2013,PA-508,2363946
2013,PR-502,13162595
2013,RI-500,5011382
2013,SC-500,1593960
2013,PA-605,2142963
2013,PA-504,2199442
2013,PR-503,6307483
2013,MI-515,162878
2013,FL-513,828171
2013,FL-605,5726376
2013,FL-502,3954875
2013,DC-500,20772313
2013,DE-500,6053588
2013,FL-604,505704
2013,FL-516,594239
2013,FL-517,209295
2013,FL-501,5885148
2013,FL-510,4796698
2013,FL-506,1362766
2013,FL-519,795806
2013,CT-508,1682967
2013,CA-614,1045079
2013,CO-504,2169477
2013,CO-503,16538141
2013,CA-607,2958659
2013,CA-608,8258274
2013,CA-511,4503784
2013,CT-502,5967455
2013,CT-512,2163796
2013,CT-506,1363118
2013,CO-500,2955129
2013,CT-505,18548548
2013,CT-503,5315257
2013,FL-503,989191
2013,GA-500,6880234
2013,GA-501,14151120
2013,GA-504,836928
2013,FL-603,2150452
2013,FL-514,242225
2013,FL-505,621146
2013,GA-506,2112882
2013,GA-507,3914975
2013,GA-505,1279722
2013,GA-508,3425665
2013,GA-503,788633
2013,GA-502,2816560
2013,FL-509,1410532
2013,FL-600,32769448
2013,FL-500,800833
2013,FL-606,308064
2013,FL-508,692653
2013,FL-518,278346
2013,FL-601,10246854
2013,FL-512,208264
2013,FL-511,964894
2013,FL-507,6262507
2013,FL-520,381948
2013,FL-504,1540943
2013,FL-515,42247
2013,AZ-501,8607686
2013,CA-600,81708342
2013,CA-602,16612157
2013,AR-501,186095
2013,AZ-502,27056739
2013,AZ-500,4138665
2013,CA-604,2931445
2013,CA-601,14922829
2013,CA-526,305177
2013,CA-500,12867942
2013,CA-502,26864388
2013,CA-515,1093951
2013,AR-505,342128
2013,AL-501,3880471
2013,AL-507,840589
2013,AL-503,933330
2013,AK-500,2786784
2013,AK-501,809165
2013,AL-500,8231412
2013,AL-506,362415
2013,AR-500,3973969
2013,AR-503,236940
2013,AL-502,561596
2013,AL-505,33368
2013,AL-504,2164313
2013,CA-505,10528833
2013,CA-512,6306988
2013,CA-521,462040
2013,CA-603,1288926
2013,CA-506,2208219
2013,CA-520,540739
2013,CA-508,1804276
2013,CA-606,7072207
2013,CA-611,1850632
2013,CA-503,16005444
2013,CA-609,6897293
2013,CA-509,1757369
2013,CA-612,2258698
2013,CA-513,1020865
2013,CA-504,2584293
2013,CA-507,2700556
2013,CA-517,548879
2013,CA-518,991399
2013,CA-522,687123
2013,CA-514,5892881
2013,CA-516,373349
2013,CA-510,3139167
2013,CA-525,15972
2013,CA-519,577740
2013,CA-613,205945
2013,CA-501,23729898
2013,MD-501,21685343
2013,MD-505,2533424
2013,MD-500,838702
2013,MA-511,3539247
2013,MA-504,2151442
2013,MD-509,614652
2013,MD-507,299390
2013,MD-511,730588
2013,MD-601,7724004
2013,MD-503,2360852
2013,MD-508,2325304
2013,MD-506,380891
2013,MA-505,1944214
2013,MA-519,933536
2013,MA-506,6563988
2013,MA-516,9901015
2013,MA-500,23726531
2013,MA-509,3862794
2013,MA-517,2373769
2013,MA-507,1622933
2013,MA-508,859240
2013,MA-502,1940153
2013,MA-515,1886619
2013,MA-520,1104030
2013,MA-513,1810830
2013,MD-510,303678
2013,MI-503,1374874
2013,MI-516,496904
2013,MI-506,4911462
2013,MI-507,1843712
2013,MI-519,934149
2013,MI-502,3472886
2013,MI-508,2137258
2013,MI-511,140633
2013,MI-518,235318
2013,MI-505,2267163
2013,MI-512,682598
2013,MI-514,376198
2013,MI-523,768030
2013,MD-512,591281
2013,MD-513,1154411
2013,ME-502,3338933
2013,MD-502,823199
2013,MD-504,908835
2013,MD-600,5138466
2013,MI-504,5315324
2013,MI-501,24510150
2013,MI-509,4403709
2013,ME-500,7605134
2013,MI-513,233808
2013,MI-500,8279951
2013,IL-518,909152
2013,IL-506,3260743
2013,IL-515,990379
2013,IL-520,1037964
2013,IL-508,3173562
2013,IL-512,1155290
2013,IL-517,1478376
2013,IL-516,880481
2013,IL-509,628342
2013,IL-507,1619438
2013,IL-504,2208586
2013,IL-503,757495
2013,IL-511,11086025
2013,IA-501,4763248
2013,IA-500,843287
2013,IA-502,2783010
2013,GU-500,1227443
2013,HI-501,9686226
2013,HI-500,1742076
2013,IL-514,4034921
2013,IL-513,514294
2013,IL-502,2099925
2013,ID-500,1018857
2013,ID-501,3083878
2013,IL-510,57973982
2013,IL-500,930302
2013,LA-503,16159869
2013,LA-501,340394
2013,LA-507,684694
2013,LA-500,2735010
2013,LA-504,2021839
2013,LA-502,3875056
2013,MA-510,1796552
